,gleak (nS),Eleak (mV),cap (pF),rseries (MOhms),rseal (GOhms)
0,1.737789923276993,-14.980378049215911,45.39736,10.42614,0.6284227
1,1.4390909449473568,27.666873393419486,44.9808,9.946031,0.49134580000000005
2,1.5696558614682257,19.03560352990748,45.21141,9.877443999999999,0.4760996
3,1.4661857744196756,10.70398170829718,45.26758,9.603099,0.5731553
4,2.6031436854145826,3.2950533099433255,43.56673,9.39734,0.35999600000000004
5,1.8462609589048042,18.622373158069422,44.35278,8.162784,0.4196358
6,1.6102848059820978,14.849632399827604,44.75027,8.025611,0.5186092
7,1.6742342729786295,6.6000450406282996,44.84579,7.682678999999999,0.5165877
8,1.7522919724834407,13.600957623486096,44.6628,7.408334,0.48217620000000005
9,2.325445022849756,8.200022226394044,45.20603,7.27116,0.3795503
10,2.278728894362346,16.344494985103598,45.12993,7.408334,0.3491652
