,gleak (nS),Eleak (mV),cap (pF),rseries (MOhms),rseal (GOhms)
0,0.7177295824989061,24.273551759503167,62.29296,6.31095,0.9549605000000001
1,0.9460849807587164,-14.67533575870961,62.86154,6.242363999999999,1.150978
2,0.7134378533960257,21.630404348964536,62.85637,6.242363999999999,1.0460690000000001
3,0.8984178522010118,11.853477582847594,63.21899,6.242363999999999,0.838882
4,0.655996210162303,37.182790868693615,63.63322,6.242363999999999,0.9894243
5,0.6828856475841972,35.57656320233038,63.5834,6.242363999999999,0.9420512000000001
6,0.8645820088454448,6.844077565268326,64.80926000000001,6.31095,1.008912
7,0.9536540294613841,-6.351862810672699,65.43932000000001,6.31095,1.029997
8,0.9590883500921641,8.545048107014724,65.26377,6.31095,0.9141739000000001
9,1.4047565934883464,-11.311202984518934,65.1174,6.31095,0.6950988
10,1.7630818416841096,-17.223236362154104,63.78090999999999,6.379537,0.6397597
