,gleak (nS),Eleak (mV),cap (pF),rseries (MOhms),rseal (GOhms)
0,0.788158436488534,-12.15838110862745,71.42836,5.419327,1.4704210000000002
1,1.1021459024657894,-28.648594107005884,73.27151,5.35074,1.31492
2,1.1312921151587096,-30.718602216749705,74.37077000000001,5.35074,1.297441
3,1.2232663582502805,-29.04753389838515,76.40124,5.35074,1.073963
4,1.1594435600865405,-16.650184548490905,76.94496,5.35074,0.9528046000000001
5,1.3540164956807668,-20.28131720580913,76.96679999999999,5.35074,0.8600949000000001
6,1.3968797817186323,-10.286339588263871,77.98611,5.35074,0.75692
7,1.2996781968609403,-10.546713222276521,77.39725999999999,5.282153999999999,0.8328897000000001
8,1.563514342820544,-11.797917133308836,77.46815,5.282153999999999,0.7037672
9,1.7512636669153017,5.746250311087706,76.1403,5.35074,0.5108546
10,2.8076025765628896,-23.669555572888584,75.18187,5.35074,0.42559480000000005
