A19,B17,C01,C04,D06,D20,E06,E17,F01,F13,H10,I06,I19,I21,J03,J13,J18,L02,L11,L12,L20,N03,N06,O22
156.603252291927,-27.781889741658432,11.378743582541844,42.41705329158313,-93.78108794901276,-10.774298653274258,-29.2308271014748,6.341773432797993,-4.606795510247508,73.05225503424117,5.747339775712305,4.625543842695536,-51.92608468182957,27.87863751209062,-98.24388373081752,10.318959586384615,-26.453977822138285,22.997182494001265,-33.993564171019834,-77.80939813043638,-35.13011599940655,-45.6005869816921,-20.307457261184737,-72.56820516052244
124.27868075459253,-42.963060394432745,29.05720754880029,52.92971825549855,-99.77568771997628,-5.172287374000291,-29.961953218820412,19.094308812515536,34.58698208588467,81.71368940574223,-16.664434079011585,6.80244470144958,-49.46287302440019,37.58854301662072,-93.35068690093112,15.977922460947209,57.227395546300826,8.221729559953703,-61.11469985556744,-141.7060920876658,-5.4258112370346225,-48.15812963115475,-11.926618424925067,-87.93595862774946
116.3889288142651,-30.709635892745695,7.437638223287893,52.98287103630323,-89.46155434250817,-17.420921895869835,-34.991644197356976,16.49857872413139,17.642098757185664,85.58413203724052,-22.959184176487156,5.897243225162434,-51.85120887859288,40.7731523378217,-70.41229428161739,12.909396182329386,0.4081756913271022,53.913101350693296,-49.502833751937054,-110.74667876633997,1.963917083416504,-37.521356316295936,6.705668224506326,-92.81429570729205
139.59877588655934,-39.692201290864865,26.95352704648834,44.6206323560983,-79.52283996703956,-31.979378185859854,-15.058836142027104,3.775673539083926,27.76302048391014,75.01813131438973,-48.45226170335545,6.634315867189422,-38.011075649400155,23.404097152992904,-85.36478580839186,23.719747082073226,-10.022560952199496,29.805690967570452,-48.80447533004261,-119.9786548863725,-2.441649769276495,-65.70371325199955,13.362896260122442,-85.70517975877915
128.64639698200438,40.57426369038981,36.2821093875593,38.4927484880966,-105.94392116180337,-15.841809956854664,-41.0067118185142,41.69201952374402,6.800562653180435,72.86789303464735,-56.09563878130473,3.5891621350599574,-21.04397387084485,19.974915357316835,-243.7877653622533,21.1412966366845,7.770137604317611,-21.74432323116116,-9.476877538834115,-149.9105731254375,-2.9477352198200895,-95.91544444857544,15.346215548706553,-104.52319726384026
188.66567040567963,36.16569281026612,-22.52752158660339,53.9961205736065,-46.97733107579364,-34.73187694145224,-33.256857630967374,10.965867178486548,11.247059770775962,68.44867666117813,-44.32582020351171,60.35969878970877,-50.410856887184465,3.9484494804735,-84.20621597622475,1.248362574200172,14.508323757591768,-16.96414044904418,-37.79874052839932,-132.21475737906155,19.420865492283156,-67.14348109403902,5.4891750758559965,-79.92923313318562
115.13190496054101,31.328309400368596,2.2408018951824147,59.75343659169573,-80.11925851324676,-23.01238569726328,-63.16788283163595,23.468961650337306,28.804777981660806,89.61144714346409,-48.02075523662848,74.59776053795918,-50.229572072919304,20.096877448793975,-87.54629217964288,2.5438526379967077,22.97876715564854,114.77851525774793,-28.037816899088003,-122.44328785269329,10.773834063577794,-94.83532781757692,-3.559322409179032,-61.70156270032504
119.94536958863388,28.198752376280808,28.885089221350867,73.32984100037478,-78.68990926993258,12.378354626968218,-37.79153601555879,47.26422031404638,0.03438450474877182,14.851097154367551,-46.40899572460014,69.72554060003743,-54.38465273578484,3.517198298269051,-102.17530534928802,-11.645849710666111,17.18758160144334,42.38415390389867,-31.13879886865794,-93.31427900334319,4.319928029930011,-113.3435920106849,3.05953786550235,-85.66994098975255
101.13351529458242,2.6883407754310724,25.26372591748934,18.054830720288606,-82.871292284304,3.6463323573793573,-33.944352313827835,23.064672499343803,19.467237371282124,1.1058034204572778,-75.74904993445395,50.54114901893274,-57.43445080764188,51.52536316689559,-81.31410022553757,-6.942105558766627,4.796985329261333,-1.0560971060674547,14.78701645876015,-92.75433369773195,2.621764691545793,-119.24882688768446,16.236444063827747,-48.209980170363785
84.65906246432114,40.051133336384574,28.12929541570851,46.545919246656915,-62.62491998287936,6.242620806142163,-37.50270193507881,3.5652631387777376,17.341199287865436,90.54642031373392,8.12531856779546,49.59136561434635,-53.79294739058987,88.38858221619572,-81.75077836622144,-2.915506679361443,21.93813470441758,25.4838679402959,-69.95286642908036,-84.37249098978397,-5.90426965605478,-194.63353498103615,-10.672082935516146,-81.41737455089354
