;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
;Sweep Time (s);717.000E-3;20.717E+0;40.724E+0;60.725E+0;80.724E+0;100.725E+0;120.725E+0;140.724E+0;160.738E+0;180.738E+0;200.749E+0;220.749E+0;240.749E+0;260.749E+0;280.748E+0;300.748E+0;320.748E+0;340.752E+0;360.751E+0;380.751E+0;400.752E+0;420.751E+0;440.759E+0;460.760E+0;480.759E+0;500.759E+0;520.759E+0;540.760E+0;560.759E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-455.662E-12;-428.859E-12;-463.546E-12;-450.932E-12;-422.552E-12;-468.276E-12;-495.079E-12;-491.926E-12;-531.343E-12;-566.030E-12;-502.963E-12;-402.055E-12;-414.668E-12;-413.092E-12;-439.895E-12;-465.122E-12;-485.619E-12;-575.490E-12;-584.951E-12;-611.754E-12;-603.871E-12;-630.674E-12;-666.938E-12;-630.674E-12;-666.938E-12;-665.361E-12;-690.588E-12;-666.938E-12;-644.865E-12
2;100;-457.239E-12;-436.742E-12;-458.816E-12;-443.049E-12;-414.668E-12;-468.276E-12;-484.043E-12;-487.196E-12;-523.460E-12;-556.570E-12;-515.576E-12;-408.362E-12;-397.325E-12;-420.975E-12;-441.472E-12;-460.392E-12;-477.736E-12;-566.030E-12;-584.951E-12;-625.944E-12;-608.601E-12;-643.288E-12;-671.668E-12;-627.521E-12;-655.901E-12;-673.245E-12;-700.049E-12;-659.055E-12;-643.288E-12
3;200;-452.509E-12;-438.319E-12;-463.546E-12;-443.049E-12;-441.472E-12;-466.699E-12;-487.196E-12;-480.889E-12;-523.460E-12;-567.607E-12;-517.153E-12;-413.092E-12;-403.632E-12;-422.552E-12;-432.012E-12;-458.816E-12;-484.043E-12;-564.454E-12;-591.257E-12;-616.484E-12;-605.447E-12;-644.865E-12;-668.515E-12;-622.791E-12;-662.208E-12;-670.092E-12;-693.742E-12;-677.975E-12;-659.055E-12
4;300;-450.932E-12;-427.282E-12;-466.699E-12;-446.202E-12;-449.356E-12;-477.736E-12;-490.349E-12;-487.196E-12;-515.576E-12;-554.993E-12;-521.883E-12;-406.785E-12;-408.362E-12;-424.129E-12;-438.319E-12;-468.276E-12;-482.466E-12;-564.454E-12;-603.871E-12;-618.061E-12;-595.987E-12;-651.171E-12;-673.245E-12;-622.791E-12;-654.325E-12;-663.785E-12;-701.625E-12;-670.092E-12;-654.325E-12
5;400;-458.816E-12;-432.012E-12;-461.969E-12;-446.202E-12;-435.165E-12;-466.699E-12;-487.196E-12;-488.773E-12;-521.883E-12;-562.877E-12;-517.153E-12;-403.632E-12;-416.245E-12;-433.589E-12;-439.895E-12;-474.582E-12;-474.582E-12;-564.454E-12;-603.871E-12;-625.944E-12;-600.717E-12;-644.865E-12;-673.245E-12;-629.098E-12;-651.171E-12;-665.361E-12;-701.625E-12;-665.361E-12;-657.478E-12
6;500;-449.356E-12;-438.319E-12;-468.276E-12;-439.895E-12;-430.435E-12;-479.313E-12;-477.736E-12;-484.043E-12;-521.883E-12;-566.030E-12;-518.730E-12;-403.632E-12;-405.208E-12;-432.012E-12;-449.356E-12;-474.582E-12;-465.122E-12;-586.527E-12;-600.717E-12;-605.447E-12;-607.024E-12;-651.171E-12;-677.975E-12;-636.981E-12;-659.055E-12;-670.092E-12;-696.895E-12;-659.055E-12;-649.595E-12
7;600;-466.699E-12;-432.012E-12;-465.122E-12;-457.239E-12;-435.165E-12;-469.852E-12;-479.313E-12;-490.349E-12;-526.613E-12;-562.877E-12;-521.883E-12;-411.515E-12;-411.515E-12;-425.705E-12;-433.589E-12;-468.276E-12;-474.582E-12;-583.374E-12;-584.951E-12;-603.871E-12;-613.331E-12;-654.325E-12;-674.822E-12;-627.521E-12;-659.055E-12;-670.092E-12;-693.742E-12;-670.092E-12;-654.325E-12
8;700;-463.546E-12;-433.589E-12;-450.932E-12;-458.816E-12;-428.859E-12;-473.006E-12;-488.773E-12;-495.079E-12;-537.650E-12;-566.030E-12;-518.730E-12;-414.668E-12;-419.398E-12;-416.245E-12;-428.859E-12;-474.582E-12;-488.773E-12;-583.374E-12;-595.987E-12;-618.061E-12;-614.908E-12;-649.595E-12;-660.631E-12;-624.368E-12;-660.631E-12;-666.938E-12;-693.742E-12;-662.208E-12;-646.441E-12
