;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
;Sweep Time (s);717.000E-3;20.717E+0;40.724E+0;60.725E+0;80.724E+0;100.725E+0;120.725E+0;140.724E+0;160.738E+0;180.738E+0;200.749E+0;220.749E+0;240.749E+0;260.749E+0;280.748E+0;300.748E+0;320.748E+0;340.752E+0;360.751E+0;380.751E+0;400.752E+0;420.751E+0;440.759E+0;460.760E+0;480.759E+0;500.759E+0;520.759E+0;540.760E+0;560.759E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-364.214E-12;-264.883E-12;-268.037E-12;-264.883E-12;-217.583E-12;-392.595E-12;-315.337E-12;-299.570E-12;-318.491E-12;-353.178E-12;-591.257E-12;-562.877E-12;-370.521E-12;-457.239E-12;-461.969E-12;-499.809E-12;-482.466E-12;-559.724E-12;-638.558E-12;-648.018E-12;-670.092E-12;-632.251E-12;-594.411E-12;-584.951E-12;-517.153E-12;-525.036E-12;-528.190E-12;-536.073E-12;-518.730E-12
2;100;-364.214E-12;-260.153E-12;-264.883E-12;-245.963E-12;-227.043E-12;-392.595E-12;-313.761E-12;-283.803E-12;-320.067E-12;-357.908E-12;-589.681E-12;-567.607E-12;-361.061E-12;-473.006E-12;-460.392E-12;-490.349E-12;-468.276E-12;-554.993E-12;-624.368E-12;-655.901E-12;-673.245E-12;-635.404E-12;-589.681E-12;-578.644E-12;-525.036E-12;-531.343E-12;-514.000E-12;-559.724E-12;-521.883E-12
3;200;-376.828E-12;-266.460E-12;-264.883E-12;-245.963E-12;-223.889E-12;-386.288E-12;-309.030E-12;-291.687E-12;-305.877E-12;-354.754E-12;-588.104E-12;-564.454E-12;-362.638E-12;-471.429E-12;-460.392E-12;-490.349E-12;-471.429E-12;-566.030E-12;-630.674E-12;-657.478E-12;-674.822E-12;-632.251E-12;-597.564E-12;-573.914E-12;-502.963E-12;-529.767E-12;-514.000E-12;-548.687E-12;-528.190E-12
4;300;-384.711E-12;-263.307E-12;-258.577E-12;-242.810E-12;-244.386E-12;-389.441E-12;-310.607E-12;-291.687E-12;-316.914E-12;-362.638E-12;-586.527E-12;-577.067E-12;-365.791E-12;-454.086E-12;-454.086E-12;-495.079E-12;-476.159E-12;-545.533E-12;-625.944E-12;-651.171E-12;-674.822E-12;-635.404E-12;-588.104E-12;-583.374E-12;-509.270E-12;-526.613E-12;-528.190E-12;-553.417E-12;-531.343E-12
5;400;-375.251E-12;-261.730E-12;-268.037E-12;-249.116E-12;-241.233E-12;-387.865E-12;-310.607E-12;-291.687E-12;-321.644E-12;-359.484E-12;-595.987E-12;-562.877E-12;-364.214E-12;-454.086E-12;-460.392E-12;-496.656E-12;-480.889E-12;-558.147E-12;-629.098E-12;-649.595E-12;-673.245E-12;-629.098E-12;-578.644E-12;-589.681E-12;-521.883E-12;-521.883E-12;-536.073E-12;-537.650E-12;-539.227E-12
6;500;-379.981E-12;-247.540E-12;-261.730E-12;-252.270E-12;-241.233E-12;-389.441E-12;-312.184E-12;-297.994E-12;-318.491E-12;-354.754E-12;-591.257E-12;-558.147E-12;-359.484E-12;-466.699E-12;-452.509E-12;-488.773E-12;-480.889E-12;-551.840E-12;-629.098E-12;-659.055E-12;-677.975E-12;-636.981E-12;-589.681E-12;-584.951E-12;-526.613E-12;-526.613E-12;-529.767E-12;-545.533E-12;-525.036E-12
7;600;-376.828E-12;-260.153E-12;-266.460E-12;-252.270E-12;-236.503E-12;-383.135E-12;-318.491E-12;-304.300E-12;-329.527E-12;-353.178E-12;-589.681E-12;-570.760E-12;-354.754E-12;-469.852E-12;-458.816E-12;-498.233E-12;-476.159E-12;-554.993E-12;-624.368E-12;-649.595E-12;-677.975E-12;-636.981E-12;-584.951E-12;-577.067E-12;-517.153E-12;-523.460E-12;-525.036E-12;-553.417E-12;-518.730E-12
8;700;-389.441E-12;-255.423E-12;-268.037E-12;-249.116E-12;-233.350E-12;-389.441E-12;-321.644E-12;-293.264E-12;-313.761E-12;-356.331E-12;-595.987E-12;-577.067E-12;-351.601E-12;-463.546E-12;-455.662E-12;-485.619E-12;-480.889E-12;-553.417E-12;-643.288E-12;-655.901E-12;-670.092E-12;-618.061E-12;-591.257E-12;-575.490E-12;-510.846E-12;-528.190E-12;-536.073E-12;-548.687E-12;-521.883E-12
