;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
;Sweep Time (s);717.000E-3;20.717E+0;40.724E+0;60.725E+0;80.724E+0;100.725E+0;120.725E+0;140.724E+0;160.738E+0;180.738E+0;200.749E+0;220.749E+0;240.749E+0;260.749E+0;280.748E+0;300.748E+0;320.748E+0;340.752E+0;360.751E+0;380.751E+0;400.752E+0;420.751E+0;440.759E+0;460.760E+0;480.759E+0;500.759E+0;520.759E+0;540.760E+0;560.759E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-193.932E-12;-198.662E-12;-184.472E-12;-195.509E-12;-212.853E-12;-222.313E-12;-208.123E-12;-209.699E-12;-228.619E-12;-222.313E-12;-201.816E-12;-223.889E-12;-233.350E-12;-258.577E-12;-247.540E-12;-253.846E-12;-274.343E-12;-288.534E-12;-316.914E-12;-315.337E-12;-327.951E-12;-327.951E-12;-340.564E-12;-331.104E-12;-338.988E-12;-351.601E-12;-357.908E-12;-351.601E-12;-338.988E-12
2;100;-190.779E-12;-195.509E-12;-178.166E-12;-192.356E-12;-216.006E-12;-219.159E-12;-217.583E-12;-219.159E-12;-227.043E-12;-223.889E-12;-214.429E-12;-222.313E-12;-228.619E-12;-264.883E-12;-238.080E-12;-250.693E-12;-275.920E-12;-283.803E-12;-324.797E-12;-327.951E-12;-334.257E-12;-323.221E-12;-338.988E-12;-327.951E-12;-334.257E-12;-345.294E-12;-357.908E-12;-351.601E-12;-334.257E-12
3;200;-187.626E-12;-203.392E-12;-176.589E-12;-206.546E-12;-211.276E-12;-214.429E-12;-220.736E-12;-211.276E-12;-238.080E-12;-227.043E-12;-208.123E-12;-214.429E-12;-228.619E-12;-275.920E-12;-247.540E-12;-255.423E-12;-283.803E-12;-293.264E-12;-310.607E-12;-323.221E-12;-331.104E-12;-326.374E-12;-345.294E-12;-321.644E-12;-337.411E-12;-348.448E-12;-368.945E-12;-368.945E-12;-337.411E-12
4;300;-195.509E-12;-198.662E-12;-189.202E-12;-203.392E-12;-212.853E-12;-222.313E-12;-216.006E-12;-211.276E-12;-231.773E-12;-231.773E-12;-212.853E-12;-208.123E-12;-234.926E-12;-280.650E-12;-247.540E-12;-247.540E-12;-283.803E-12;-299.570E-12;-312.184E-12;-332.681E-12;-323.221E-12;-320.067E-12;-332.681E-12;-337.411E-12;-338.988E-12;-351.601E-12;-364.214E-12;-362.638E-12;-337.411E-12
5;400;-198.662E-12;-203.392E-12;-193.932E-12;-201.816E-12;-208.123E-12;-227.043E-12;-223.889E-12;-209.699E-12;-227.043E-12;-236.503E-12;-222.313E-12;-220.736E-12;-225.466E-12;-282.227E-12;-252.270E-12;-261.730E-12;-288.534E-12;-301.147E-12;-321.644E-12;-318.491E-12;-326.374E-12;-324.797E-12;-338.988E-12;-332.681E-12;-335.834E-12;-356.331E-12;-357.908E-12;-364.214E-12;-343.718E-12
6;500;-184.472E-12;-200.239E-12;-184.472E-12;-203.392E-12;-206.546E-12;-225.466E-12;-216.006E-12;-223.889E-12;-227.043E-12;-234.926E-12;-225.466E-12;-222.313E-12;-228.619E-12;-279.073E-12;-255.423E-12;-260.153E-12;-282.227E-12;-294.840E-12;-324.797E-12;-324.797E-12;-334.257E-12;-315.337E-12;-327.951E-12;-327.951E-12;-335.834E-12;-354.754E-12;-367.368E-12;-370.521E-12;-348.448E-12
7;600;-187.626E-12;-206.546E-12;-198.662E-12;-211.276E-12;-208.123E-12;-211.276E-12;-214.429E-12;-225.466E-12;-231.773E-12;-233.350E-12;-217.583E-12;-216.006E-12;-233.350E-12;-290.110E-12;-245.963E-12;-263.307E-12;-274.343E-12;-297.994E-12;-310.607E-12;-331.104E-12;-326.374E-12;-315.337E-12;-335.834E-12;-331.104E-12;-338.988E-12;-351.601E-12;-365.791E-12;-375.251E-12;-350.024E-12
8;700;-193.932E-12;-192.356E-12;-182.896E-12;-206.546E-12;-203.392E-12;-220.736E-12;-225.466E-12;-227.043E-12;-233.350E-12;-227.043E-12;-219.159E-12;-223.889E-12;-231.773E-12;-279.073E-12;-249.116E-12;-258.577E-12;-282.227E-12;-301.147E-12;-313.761E-12;-315.337E-12;-326.374E-12;-316.914E-12;-335.834E-12;-329.527E-12;-340.564E-12;-353.178E-12;-375.251E-12;-373.675E-12;-343.718E-12
