;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
;Sweep Time (s);717.000E-3;20.717E+0;40.724E+0;60.725E+0;80.724E+0;100.725E+0;120.725E+0;140.724E+0;160.738E+0;180.738E+0;200.749E+0;220.749E+0;240.749E+0;260.749E+0;280.748E+0;300.748E+0;320.748E+0;340.752E+0;360.751E+0;380.751E+0;400.752E+0;420.751E+0;440.759E+0;460.760E+0;480.759E+0;500.759E+0;520.759E+0;540.760E+0;560.759E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-37.840E-12;-22.074E-12;-33.110E-12;-7.883E-12;-25.227E-12;-14.190E-12;-26.804E-12;-28.380E-12;-25.227E-12;-15.767E-12;-26.804E-12;-25.227E-12;-39.417E-12;-25.227E-12;-4.730E-12;-39.417E-12;-44.147E-12;-44.147E-12;-58.337E-12;-74.104E-12;-373.675E-12;-581.797E-12;-449.356E-12;-427.282E-12;-430.435E-12;-454.086E-12;-458.816E-12;-446.202E-12;-468.276E-12
2;100;-42.571E-12;-34.687E-12;-34.687E-12;-22.074E-12;-22.074E-12;-26.804E-12;-25.227E-12;-33.110E-12;-26.804E-12;-15.767E-12;-37.840E-12;-14.190E-12;-34.687E-12;-25.227E-12;-18.920E-12;-39.417E-12;-33.110E-12;-34.687E-12;-48.877E-12;-66.221E-12;-367.368E-12;-586.527E-12;-447.779E-12;-433.589E-12;-416.245E-12;-460.392E-12;-460.392E-12;-454.086E-12;-471.429E-12
3;200;-42.571E-12;-44.147E-12;-40.994E-12;-14.190E-12;-22.074E-12;-18.920E-12;-20.497E-12;-28.380E-12;-22.074E-12;-12.613E-12;-23.650E-12;-26.804E-12;-45.724E-12;-26.804E-12;-12.613E-12;-34.687E-12;-34.687E-12;-34.687E-12;-53.607E-12;-64.644E-12;-368.945E-12;-581.797E-12;-449.356E-12;-425.705E-12;-424.129E-12;-452.509E-12;-465.122E-12;-450.932E-12;-463.546E-12
4;300;-45.724E-12;-36.264E-12;-36.264E-12;-22.074E-12;-28.380E-12;-22.074E-12;-26.804E-12;-31.534E-12;-15.767E-12;-6.307E-12;-23.650E-12;-29.957E-12;-28.380E-12;-18.920E-12;-12.613E-12;-28.380E-12;-36.264E-12;-45.724E-12;-56.761E-12;-77.258E-12;-370.521E-12;-578.644E-12;-450.932E-12;-430.435E-12;-417.822E-12;-447.779E-12;-465.122E-12;-450.932E-12;-466.699E-12
5;400;-45.724E-12;-34.687E-12;-33.110E-12;-11.037E-12;-31.534E-12;-20.497E-12;-28.380E-12;-36.264E-12;-31.534E-12;-6.307E-12;-29.957E-12;-26.804E-12;-34.687E-12;-34.687E-12;-12.613E-12;-28.380E-12;-33.110E-12;-44.147E-12;-63.067E-12;-72.528E-12;-376.828E-12;-583.374E-12;-449.356E-12;-436.742E-12;-416.245E-12;-446.202E-12;-460.392E-12;-449.356E-12;-469.852E-12
6;500;-48.877E-12;-47.301E-12;-23.650E-12;-17.344E-12;-42.571E-12;-22.074E-12;-23.650E-12;-34.687E-12;-25.227E-12;-17.344E-12;-29.957E-12;-22.074E-12;-48.877E-12;-26.804E-12;-12.613E-12;-44.147E-12;-47.301E-12;-37.840E-12;-52.031E-12;-77.258E-12;-384.711E-12;-575.490E-12;-458.816E-12;-436.742E-12;-420.975E-12;-449.356E-12;-457.239E-12;-447.779E-12;-468.276E-12
7;600;-42.571E-12;-37.840E-12;-31.534E-12;-18.920E-12;-37.840E-12;-29.957E-12;-26.804E-12;-31.534E-12;-37.840E-12;-20.497E-12;-28.380E-12;-28.380E-12;-52.031E-12;-34.687E-12;-4.730E-12;-37.840E-12;-36.264E-12;-48.877E-12;-59.914E-12;-72.528E-12;-379.981E-12;-588.104E-12;-458.816E-12;-432.012E-12;-420.975E-12;-455.662E-12;-447.779E-12;-455.662E-12;-466.699E-12
8;700;-50.454E-12;-31.534E-12;-31.534E-12;-26.804E-12;-34.687E-12;-28.380E-12;-28.380E-12;-31.534E-12;-34.687E-12;-15.767E-12;-33.110E-12;-33.110E-12;-45.724E-12;-37.840E-12;-7.883E-12;-45.724E-12;-39.417E-12;-42.571E-12;-58.337E-12;-75.681E-12;-378.405E-12;-580.220E-12;-460.392E-12;-427.282E-12;-420.975E-12;-452.509E-12;-460.392E-12;-449.356E-12;-461.969E-12
