;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
;Sweep Time (s);717.000E-3;20.717E+0;40.724E+0;60.725E+0;80.724E+0;100.725E+0;120.725E+0;140.724E+0;160.738E+0;180.738E+0;200.749E+0;220.749E+0;240.749E+0;260.749E+0;280.748E+0;300.748E+0;320.748E+0;340.752E+0;360.751E+0;380.751E+0;400.752E+0;420.751E+0;440.759E+0;460.760E+0;480.759E+0;500.759E+0;520.759E+0;540.760E+0;560.759E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-115.098E-12;-100.908E-12;-118.251E-12;-137.172E-12;-149.785E-12;-167.129E-12;-195.509E-12;-197.086E-12;-222.313E-12;-234.926E-12;-253.846E-12;-274.343E-12;-283.803E-12;-305.877E-12;-331.104E-12;-359.484E-12;-359.484E-12;-430.435E-12;-450.932E-12;-542.380E-12;-643.288E-12;-692.165E-12;-1.253E-9;-5.036E-9;-7.822E-9;-6.619E-9;-6.086E-9;-5.875E-9;-5.943E-9
2;100;-113.521E-12;-116.675E-12;-116.675E-12;-129.288E-12;-134.018E-12;-167.129E-12;-181.319E-12;-198.662E-12;-206.546E-12;-247.540E-12;-249.116E-12;-263.307E-12;-285.380E-12;-310.607E-12;-335.834E-12;-351.601E-12;-361.061E-12;-439.895E-12;-444.625E-12;-531.343E-12;-640.135E-12;-679.552E-12;-1.258E-9;-5.036E-9;-7.822E-9;-6.616E-9;-6.084E-9;-5.875E-9;-5.950E-9
3;200;-108.791E-12;-105.638E-12;-121.405E-12;-132.442E-12;-146.632E-12;-162.399E-12;-184.472E-12;-204.969E-12;-220.736E-12;-250.693E-12;-263.307E-12;-261.730E-12;-279.073E-12;-316.914E-12;-337.411E-12;-345.294E-12;-357.908E-12;-432.012E-12;-449.356E-12;-534.497E-12;-641.711E-12;-687.435E-12;-1.252E-9;-5.030E-9;-7.819E-9;-6.619E-9;-6.081E-9;-5.867E-9;-5.952E-9
4;300;-111.945E-12;-116.675E-12;-126.135E-12;-134.018E-12;-146.632E-12;-163.975E-12;-179.742E-12;-203.392E-12;-208.123E-12;-249.116E-12;-252.270E-12;-272.767E-12;-294.840E-12;-301.147E-12;-335.834E-12;-353.178E-12;-361.061E-12;-441.472E-12;-465.122E-12;-547.110E-12;-643.288E-12;-698.472E-12;-1.246E-9;-5.030E-9;-7.822E-9;-6.621E-9;-6.086E-9;-5.867E-9;-5.958E-9
5;400;-105.638E-12;-105.638E-12;-110.368E-12;-132.442E-12;-152.939E-12;-163.975E-12;-179.742E-12;-209.699E-12;-219.159E-12;-239.656E-12;-264.883E-12;-255.423E-12;-299.570E-12;-321.644E-12;-331.104E-12;-354.754E-12;-345.294E-12;-444.625E-12;-455.662E-12;-542.380E-12;-630.674E-12;-684.282E-12;-1.255E-9;-5.041E-9;-7.825E-9;-6.611E-9;-6.083E-9;-5.868E-9;-5.954E-9
6;500;-113.521E-12;-102.485E-12;-113.521E-12;-145.055E-12;-152.939E-12;-167.129E-12;-184.472E-12;-208.123E-12;-231.773E-12;-245.963E-12;-255.423E-12;-264.883E-12;-297.994E-12;-316.914E-12;-334.257E-12;-357.908E-12;-359.484E-12;-449.356E-12;-452.509E-12;-542.380E-12;-632.251E-12;-677.975E-12;-1.249E-9;-5.050E-9;-7.838E-9;-6.617E-9;-6.086E-9;-5.872E-9;-5.952E-9
7;600;-116.675E-12;-97.755E-12;-118.251E-12;-137.172E-12;-152.939E-12;-163.975E-12;-184.472E-12;-208.123E-12;-216.006E-12;-252.270E-12;-258.577E-12;-268.037E-12;-299.570E-12;-320.067E-12;-331.104E-12;-354.754E-12;-361.061E-12;-443.049E-12;-458.816E-12;-545.533E-12;-636.981E-12;-682.705E-12;-1.257E-9;-5.034E-9;-7.822E-9;-6.616E-9;-6.086E-9;-5.867E-9;-5.955E-9
8;700;-119.828E-12;-111.945E-12;-113.521E-12;-138.748E-12;-151.362E-12;-168.705E-12;-187.626E-12;-209.699E-12;-216.006E-12;-247.540E-12;-260.153E-12;-272.767E-12;-283.803E-12;-313.761E-12;-329.527E-12;-356.331E-12;-381.558E-12;-438.319E-12;-455.662E-12;-548.687E-12;-640.135E-12;-679.552E-12;-1.250E-9;-5.026E-9;-7.825E-9;-6.625E-9;-6.080E-9;-5.876E-9;-5.950E-9
