;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
;Sweep Time (s);717.000E-3;20.717E+0;40.724E+0;60.725E+0;80.724E+0;100.725E+0;120.725E+0;140.724E+0;160.738E+0;180.738E+0;200.749E+0;220.749E+0;240.749E+0;260.749E+0;280.748E+0;300.748E+0;320.748E+0;340.752E+0;360.751E+0;380.751E+0;400.752E+0;420.751E+0;440.759E+0;460.760E+0;480.759E+0;500.759E+0;520.759E+0;540.760E+0;560.759E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-115.098E-12;-108.791E-12;-102.485E-12;-67.797E-12;-55.184E-12;-67.797E-12;-64.644E-12;-52.031E-12;-50.454E-12;-50.454E-12;-59.914E-12;-66.221E-12;-47.301E-12;-36.264E-12;-50.454E-12;-52.031E-12;-102.485E-12;-167.129E-12;-7.524E-9;-6.925E-9;-7.664E-9;-5.492E-9;-4.877E-9;-4.594E-9;-4.442E-9;-4.653E-9;-5.206E-9;-5.523E-9;-5.443E-9
2;100;-121.405E-12;-105.638E-12;-113.521E-12;-55.184E-12;-55.184E-12;-69.374E-12;-50.454E-12;-61.491E-12;-50.454E-12;-52.031E-12;-59.914E-12;-50.454E-12;-59.914E-12;-37.840E-12;-52.031E-12;-53.607E-12;-99.331E-12;-181.319E-12;-7.538E-9;-6.915E-9;-7.663E-9;-5.498E-9;-4.886E-9;-4.604E-9;-4.440E-9;-4.646E-9;-5.197E-9;-5.529E-9;-5.455E-9
3;200;-105.638E-12;-102.485E-12;-102.485E-12;-55.184E-12;-55.184E-12;-61.491E-12;-50.454E-12;-56.761E-12;-53.607E-12;-55.184E-12;-52.031E-12;-47.301E-12;-58.337E-12;-42.571E-12;-48.877E-12;-53.607E-12;-89.871E-12;-178.166E-12;-7.535E-9;-6.912E-9;-7.661E-9;-5.503E-9;-4.891E-9;-4.596E-9;-4.449E-9;-4.639E-9;-5.197E-9;-5.529E-9;-5.457E-9
4;300;-99.331E-12;-113.521E-12;-107.215E-12;-56.761E-12;-63.067E-12;-59.914E-12;-61.491E-12;-52.031E-12;-50.454E-12;-52.031E-12;-61.491E-12;-48.877E-12;-48.877E-12;-33.110E-12;-53.607E-12;-45.724E-12;-89.871E-12;-187.626E-12;-7.527E-9;-6.922E-9;-7.661E-9;-5.496E-9;-4.886E-9;-4.593E-9;-4.449E-9;-4.645E-9;-5.198E-9;-5.522E-9;-5.447E-9
5;400;-116.675E-12;-110.368E-12;-110.368E-12;-64.644E-12;-67.797E-12;-64.644E-12;-64.644E-12;-63.067E-12;-56.761E-12;-69.374E-12;-72.528E-12;-52.031E-12;-47.301E-12;-36.264E-12;-42.571E-12;-40.994E-12;-91.448E-12;-175.012E-12;-7.527E-9;-6.928E-9;-7.660E-9;-5.495E-9;-4.883E-9;-4.598E-9;-4.451E-9;-4.643E-9;-5.209E-9;-5.531E-9;-5.455E-9
6;500;-113.521E-12;-104.061E-12;-110.368E-12;-63.067E-12;-59.914E-12;-67.797E-12;-56.761E-12;-72.528E-12;-56.761E-12;-69.374E-12;-81.988E-12;-64.644E-12;-52.031E-12;-34.687E-12;-40.994E-12;-56.761E-12;-83.564E-12;-175.012E-12;-7.530E-9;-6.936E-9;-7.664E-9;-5.499E-9;-4.892E-9;-4.598E-9;-4.437E-9;-4.645E-9;-5.211E-9;-5.531E-9;-5.460E-9
7;600;-118.251E-12;-105.638E-12;-116.675E-12;-55.184E-12;-61.491E-12;-63.067E-12;-55.184E-12;-56.761E-12;-53.607E-12;-66.221E-12;-74.104E-12;-50.454E-12;-56.761E-12;-36.264E-12;-37.840E-12;-61.491E-12;-89.871E-12;-171.859E-12;-7.526E-9;-6.925E-9;-7.671E-9;-5.499E-9;-4.897E-9;-4.596E-9;-4.445E-9;-4.654E-9;-5.208E-9;-5.537E-9;-5.449E-9
8;700;-115.098E-12;-108.791E-12;-105.638E-12;-64.644E-12;-45.724E-12;-64.644E-12;-53.607E-12;-67.797E-12;-55.184E-12;-59.914E-12;-63.067E-12;-48.877E-12;-55.184E-12;-39.417E-12;-50.454E-12;-56.761E-12;-97.755E-12;-175.012E-12;-7.526E-9;-6.926E-9;-7.658E-9;-5.506E-9;-4.897E-9;-4.601E-9;-4.445E-9;-4.659E-9;-5.213E-9;-5.523E-9;-5.449E-9
