,gleak (nS),Eleak (mV),cap (pF),rseries (MOhms),rseal (GOhms)
0,2.760446271065046,-17.89777696767227,38.75976,12.48373,0.41881050000000003
1,3.1605333911561164,-27.848769665439185,38.595079999999996,13.101009999999999,0.4076963
2,2.789137716039738,-10.643264510539433,41.08575,13.855459999999999,0.3642434
3,2.8570254020479244,-18.026198603648346,40.36861,14.26698,0.3934147
4,3.168457103079697,-24.315588301764873,38.73387,14.95284,0.38782130000000004
5,2.714857975181985,-8.94979512410688,37.94866,15.432939999999999,0.377842
6,3.246903621582884,-21.583487242672085,36.8975,15.91305,0.36966600000000005
7,3.3489115334174264,-16.26143724072641,34.13821,17.62771,0.34146600000000005
8,3.801643788677829,-13.8436799837046,34.14577,15.6387,0.288653
9,4.658766055216662,-23.07515481962388,30.68146,16.324569999999998,0.26336930000000003
10,4.662508162678079,-24.500091138265592,30.73169,11.79786,0.2660175
