;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
;Sweep Time (s);391.000E-3;20.393E+0;40.409E+0;60.426E+0;80.435E+0;100.444E+0;120.449E+0;140.468E+0;160.469E+0;180.471E+0;200.472E+0;220.473E+0;240.474E+0;260.475E+0;280.475E+0;300.476E+0;320.477E+0;340.478E+0;360.479E+0;380.480E+0;400.480E+0;420.481E+0;440.482E+0;460.483E+0;480.484E+0;500.485E+0;520.486E+0;540.487E+0;560.487E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-59.899E-12;-173.392E-12;-59.899E-12;-53.594E-12;-53.594E-12;-55.170E-12;-58.323E-12;-66.204E-12;-61.475E-12;-42.560E-12;-40.984E-12;-44.136E-12;-36.255E-12;-40.984E-12;-44.136E-12;-47.289E-12;-331.021E-12;-124.527E-12;-111.917E-12;-108.764E-12;-118.222E-12;-111.917E-12;-116.646E-12;-126.103E-12;-115.069E-12;-116.646E-12;-397.226E-12;-365.700E-12;-296.343E-12
2;100;-48.865E-12;-170.240E-12;-61.475E-12;-56.747E-12;-47.289E-12;-74.086E-12;-61.475E-12;-55.170E-12;-52.018E-12;-42.560E-12;-40.984E-12;-44.136E-12;-39.407E-12;-39.407E-12;-36.255E-12;-45.712E-12;-331.021E-12;-111.917E-12;-116.646E-12;-102.459E-12;-104.035E-12;-116.646E-12;-107.188E-12;-116.646E-12;-108.764E-12;-110.340E-12;-398.802E-12;-365.700E-12;-294.767E-12
3;200;-59.899E-12;-165.511E-12;-52.018E-12;-58.323E-12;-53.594E-12;-63.052E-12;-48.865E-12;-52.018E-12;-58.323E-12;-53.594E-12;-48.865E-12;-48.865E-12;-44.136E-12;-36.255E-12;-44.136E-12;-53.594E-12;-334.174E-12;-111.917E-12;-108.764E-12;-108.764E-12;-113.493E-12;-119.798E-12;-94.578E-12;-104.035E-12;-102.459E-12;-107.188E-12;-390.920E-12;-354.666E-12;-286.885E-12
4;300;-58.323E-12;-170.240E-12;-66.204E-12;-53.594E-12;-53.594E-12;-50.441E-12;-48.865E-12;-55.170E-12;-58.323E-12;-53.594E-12;-58.323E-12;-50.441E-12;-48.865E-12;-40.984E-12;-48.865E-12;-58.323E-12;-331.021E-12;-116.646E-12;-115.069E-12;-104.035E-12;-126.103E-12;-113.493E-12;-105.612E-12;-108.764E-12;-102.459E-12;-115.069E-12;-397.226E-12;-357.818E-12;-280.580E-12
5;400;-64.628E-12;-176.545E-12;-59.899E-12;-55.170E-12;-48.865E-12;-53.594E-12;-50.441E-12;-47.289E-12;-55.170E-12;-58.323E-12;-45.712E-12;-50.441E-12;-50.441E-12;-42.560E-12;-48.865E-12;-50.441E-12;-324.716E-12;-111.917E-12;-107.188E-12;-113.493E-12;-122.951E-12;-116.646E-12;-105.612E-12;-113.493E-12;-99.306E-12;-108.764E-12;-395.649E-12;-372.005E-12;-286.885E-12
6;500;-56.747E-12;-174.968E-12;-55.170E-12;-56.747E-12;-48.865E-12;-52.018E-12;-52.018E-12;-53.594E-12;-48.865E-12;-42.560E-12;-39.407E-12;-52.018E-12;-47.289E-12;-47.289E-12;-52.018E-12;-52.018E-12;-329.445E-12;-116.646E-12;-107.188E-12;-107.188E-12;-126.103E-12;-116.646E-12;-104.035E-12;-118.222E-12;-86.696E-12;-115.069E-12;-400.378E-12;-372.005E-12;-294.767E-12
7;600;-52.018E-12;-165.511E-12;-56.747E-12;-56.747E-12;-56.747E-12;-59.899E-12;-47.289E-12;-52.018E-12;-50.441E-12;-47.289E-12;-44.136E-12;-45.712E-12;-40.984E-12;-47.289E-12;-42.560E-12;-40.984E-12;-342.055E-12;-124.527E-12;-108.764E-12;-116.646E-12;-119.798E-12;-113.493E-12;-104.035E-12;-104.035E-12;-105.612E-12;-113.493E-12;-400.378E-12;-370.429E-12;-282.156E-12
8;700;-50.441E-12;-162.358E-12;-63.052E-12;-64.628E-12;-55.170E-12;-56.747E-12;-42.560E-12;-64.628E-12;-56.747E-12;-53.594E-12;-53.594E-12;-45.712E-12;-58.323E-12;-36.255E-12;-53.594E-12;-44.136E-12;-332.598E-12;-118.222E-12;-113.493E-12;-111.917E-12;-118.222E-12;-118.222E-12;-104.035E-12;-110.340E-12;-99.306E-12;-118.222E-12;-398.802E-12;-365.700E-12;-285.309E-12
