;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);314.000E-3;40.317E+0;80.318E+0;120.319E+0;160.322E+0;200.324E+0;240.325E+0;280.327E+0;320.329E+0;360.330E+0;400.334E+0;440.336E+0;480.338E+0;520.339E+0;560.341E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-37.859E-12;-33.126E-12;-37.859E-12;-36.281E-12;-50.478E-12;-48.901E-12;-67.830E-12;-55.211E-12;-72.563E-12;-86.760E-12;-86.760E-12;-108.844E-12;-96.224E-12;-89.915E-12;-1.544E-9
2;100;-36.281E-12;-18.929E-12;-31.549E-12;-36.281E-12;-31.549E-12;-44.169E-12;-48.901E-12;-53.633E-12;-58.366E-12;-86.760E-12;-82.027E-12;-113.576E-12;-88.337E-12;-91.492E-12;-1.547E-9
3;200;-22.084E-12;-34.704E-12;-34.704E-12;-33.126E-12;-33.126E-12;-48.901E-12;-53.633E-12;-56.788E-12;-56.788E-12;-77.295E-12;-78.872E-12;-111.999E-12;-96.224E-12;-89.915E-12;-1.544E-9
4;300;-31.549E-12;-23.662E-12;-34.704E-12;-28.394E-12;-52.056E-12;-45.746E-12;-48.901E-12;-55.211E-12;-72.563E-12;-86.760E-12;-82.027E-12;-115.154E-12;-93.069E-12;-77.295E-12;-1.560E-9
5;400;-18.929E-12;-29.972E-12;-28.394E-12;-28.394E-12;-53.633E-12;-36.281E-12;-45.746E-12;-53.633E-12;-74.140E-12;-85.182E-12;-100.957E-12;-113.576E-12;-96.224E-12;-88.337E-12;-1.551E-9
6;500;-23.662E-12;-33.126E-12;-26.817E-12;-36.281E-12;-39.436E-12;-37.859E-12;-50.478E-12;-58.366E-12;-64.675E-12;-85.182E-12;-105.689E-12;-105.689E-12;-100.957E-12;-85.182E-12;-1.541E-9
7;600;-23.662E-12;-33.126E-12;-20.507E-12;-31.549E-12;-34.704E-12;-31.549E-12;-41.014E-12;-63.098E-12;-67.830E-12;-80.450E-12;-91.492E-12;-96.224E-12;-96.224E-12;-96.224E-12;-1.544E-9
8;700;-31.549E-12;-31.549E-12;-18.929E-12;-37.859E-12;-45.746E-12;-37.859E-12;-47.323E-12;-58.366E-12;-67.830E-12;-77.295E-12;-96.224E-12;-107.267E-12;-91.492E-12;-96.224E-12;-1.555E-9
9;800;-22.084E-12;-25.239E-12;-20.507E-12;-39.436E-12;-52.056E-12;-44.169E-12;-53.633E-12;-58.366E-12;-70.985E-12;-77.295E-12;-99.379E-12;-111.999E-12;-97.802E-12;-93.069E-12;-1.547E-9
10;900;-33.126E-12;-26.817E-12;-20.507E-12;-33.126E-12;-39.436E-12;-41.014E-12;-56.788E-12;-47.323E-12;-70.985E-12;-88.337E-12;-91.492E-12;-115.154E-12;-99.379E-12;-100.957E-12;-1.547E-9
11;1000;-33.126E-12;-28.394E-12;-29.972E-12;-33.126E-12;-47.323E-12;-47.323E-12;-50.478E-12;-59.943E-12;-74.140E-12;-82.027E-12;-78.872E-12;-105.689E-12;-93.069E-12;-91.492E-12;-1.546E-9
12;1100;-31.549E-12;-26.817E-12;-31.549E-12;-34.704E-12;-55.211E-12;-45.746E-12;-52.056E-12;-53.633E-12;-74.140E-12;-80.450E-12;-80.450E-12;-124.618E-12;-93.069E-12;-91.492E-12;-1.546E-9
13;1200;-31.549E-12;-33.126E-12;-29.972E-12;-29.972E-12;-52.056E-12;-45.746E-12;-44.169E-12;-56.788E-12;-61.521E-12;-89.915E-12;-83.605E-12;-129.351E-12;-102.534E-12;-86.760E-12;-1.554E-9
14;1300;-26.817E-12;-23.662E-12;-29.972E-12;-29.972E-12;-48.901E-12;-45.746E-12;-56.788E-12;-61.521E-12;-66.253E-12;-91.492E-12;-77.295E-12;-110.421E-12;-102.534E-12;-96.224E-12;-1.560E-9
