;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);314.000E-3;40.317E+0;80.318E+0;120.319E+0;160.322E+0;200.324E+0;240.325E+0;280.327E+0;320.329E+0;360.330E+0;400.334E+0;440.336E+0;480.338E+0;520.339E+0;560.341E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-100.957E-12;-83.605E-12;-94.647E-12;-113.576E-12;-124.618E-12;-124.618E-12;-123.041E-12;-110.421E-12;-111.999E-12;-154.590E-12;-211.378E-12;-216.111E-12;-228.730E-12;-219.265E-12;-220.843E-12
2;100;-89.915E-12;-75.718E-12;-96.224E-12;-111.999E-12;-126.196E-12;-127.773E-12;-127.773E-12;-115.154E-12;-108.844E-12;-151.435E-12;-222.420E-12;-223.998E-12;-227.153E-12;-227.153E-12;-228.730E-12
3;200;-105.689E-12;-80.450E-12;-100.957E-12;-107.267E-12;-121.464E-12;-127.773E-12;-126.196E-12;-119.886E-12;-115.154E-12;-154.590E-12;-217.688E-12;-216.111E-12;-228.730E-12;-217.688E-12;-230.308E-12
4;300;-96.224E-12;-77.295E-12;-94.647E-12;-111.999E-12;-118.309E-12;-110.421E-12;-126.196E-12;-108.844E-12;-110.421E-12;-162.477E-12;-211.378E-12;-222.420E-12;-233.462E-12;-220.843E-12;-219.265E-12
5;400;-105.689E-12;-82.027E-12;-85.182E-12;-111.999E-12;-119.886E-12;-116.731E-12;-134.083E-12;-116.731E-12;-116.731E-12;-162.477E-12;-223.998E-12;-219.265E-12;-222.420E-12;-228.730E-12;-228.730E-12
6;500;-104.112E-12;-89.915E-12;-97.802E-12;-111.999E-12;-127.773E-12;-134.083E-12;-126.196E-12;-111.999E-12;-124.618E-12;-159.322E-12;-225.575E-12;-216.111E-12;-241.350E-12;-236.617E-12;-242.927E-12
7;600;-99.379E-12;-82.027E-12;-97.802E-12;-113.576E-12;-126.196E-12;-138.816E-12;-129.351E-12;-127.773E-12;-118.309E-12;-156.167E-12;-241.350E-12;-223.998E-12;-233.462E-12;-225.575E-12;-231.885E-12
8;700;-100.957E-12;-77.295E-12;-80.450E-12;-107.267E-12;-124.618E-12;-127.773E-12;-126.196E-12;-126.196E-12;-119.886E-12;-168.787E-12;-227.153E-12;-227.153E-12;-230.308E-12;-227.153E-12;-227.153E-12
9;800;-100.957E-12;-83.605E-12;-96.224E-12;-118.309E-12;-118.309E-12;-127.773E-12;-126.196E-12;-111.999E-12;-121.464E-12;-157.745E-12;-228.730E-12;-228.730E-12;-241.350E-12;-230.308E-12;-231.885E-12
10;900;-100.957E-12;-75.718E-12;-80.450E-12;-116.731E-12;-123.041E-12;-138.816E-12;-127.773E-12;-115.154E-12;-111.999E-12;-168.787E-12;-223.998E-12;-238.195E-12;-225.575E-12;-235.040E-12;-223.998E-12
11;1000;-91.492E-12;-67.830E-12;-85.182E-12;-105.689E-12;-130.928E-12;-135.661E-12;-132.506E-12;-123.041E-12;-119.886E-12;-165.632E-12;-223.998E-12;-228.730E-12;-228.730E-12;-238.195E-12;-231.885E-12
12;1100;-100.957E-12;-85.182E-12;-82.027E-12;-105.689E-12;-137.238E-12;-121.464E-12;-129.351E-12;-121.464E-12;-118.309E-12;-159.322E-12;-231.885E-12;-239.772E-12;-238.195E-12;-236.617E-12;-230.308E-12
13;1200;-89.915E-12;-77.295E-12;-89.915E-12;-107.267E-12;-129.351E-12;-127.773E-12;-129.351E-12;-110.421E-12;-107.267E-12;-167.210E-12;-223.998E-12;-242.927E-12;-241.350E-12;-231.885E-12;-220.843E-12
14;1300;-96.224E-12;-89.915E-12;-83.605E-12;-123.041E-12;-127.773E-12;-140.393E-12;-127.773E-12;-107.267E-12;-115.154E-12;-162.477E-12;-223.998E-12;-231.885E-12;-223.998E-12;-228.730E-12;-235.040E-12
