;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);314.000E-3;40.317E+0;80.318E+0;120.319E+0;160.322E+0;200.324E+0;240.325E+0;280.327E+0;320.329E+0;360.330E+0;400.334E+0;440.336E+0;480.338E+0;520.339E+0;560.341E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-212.956E-12;-212.956E-12;-223.998E-12;-269.744E-12;-271.321E-12;-307.603E-12;-301.293E-12;-408.559E-12;-440.108E-12;-487.432E-12;-506.361E-12;-533.178E-12;-547.375E-12;-525.291E-12;-571.037E-12
2;100;-206.646E-12;-219.265E-12;-222.420E-12;-261.857E-12;-261.857E-12;-301.293E-12;-296.560E-12;-413.292E-12;-436.953E-12;-496.896E-12;-509.516E-12;-536.333E-12;-552.107E-12;-525.291E-12;-571.037E-12
3;200;-198.759E-12;-217.688E-12;-228.730E-12;-260.279E-12;-257.124E-12;-290.251E-12;-298.138E-12;-418.024E-12;-432.221E-12;-498.474E-12;-515.826E-12;-531.600E-12;-556.840E-12;-528.445E-12;-578.924E-12
4;300;-198.759E-12;-223.998E-12;-241.350E-12;-252.392E-12;-253.969E-12;-287.096E-12;-307.603E-12;-413.292E-12;-429.066E-12;-500.051E-12;-520.558E-12;-545.797E-12;-548.952E-12;-515.826E-12;-571.037E-12
5;400;-198.759E-12;-225.575E-12;-233.462E-12;-258.702E-12;-268.166E-12;-290.251E-12;-310.757E-12;-422.756E-12;-435.376E-12;-501.629E-12;-512.671E-12;-536.333E-12;-548.952E-12;-517.403E-12;-578.924E-12
6;500;-195.604E-12;-217.688E-12;-217.688E-12;-272.899E-12;-266.589E-12;-298.138E-12;-306.025E-12;-432.221E-12;-446.418E-12;-492.164E-12;-522.136E-12;-536.333E-12;-552.107E-12;-515.826E-12;-574.191E-12
7;600;-201.913E-12;-216.111E-12;-235.040E-12;-265.011E-12;-277.631E-12;-291.828E-12;-323.377E-12;-433.798E-12;-435.376E-12;-493.742E-12;-528.445E-12;-533.178E-12;-559.994E-12;-515.826E-12;-572.614E-12
8;700;-205.068E-12;-222.420E-12;-235.040E-12;-269.744E-12;-265.011E-12;-293.406E-12;-304.448E-12;-425.911E-12;-443.263E-12;-493.742E-12;-515.826E-12;-528.445E-12;-552.107E-12;-522.136E-12;-574.191E-12
9;800;-208.223E-12;-219.265E-12;-238.195E-12;-258.702E-12;-263.434E-12;-299.715E-12;-313.912E-12;-421.179E-12;-436.953E-12;-498.474E-12;-511.094E-12;-523.713E-12;-547.375E-12;-523.713E-12;-569.459E-12
10;900;-208.223E-12;-212.956E-12;-233.462E-12;-263.434E-12;-261.857E-12;-288.673E-12;-302.870E-12;-429.066E-12;-443.263E-12;-496.896E-12;-507.939E-12;-552.107E-12;-541.065E-12;-534.755E-12;-585.234E-12
11;1000;-209.801E-12;-206.646E-12;-225.575E-12;-263.434E-12;-272.899E-12;-301.293E-12;-307.603E-12;-419.601E-12;-435.376E-12;-498.474E-12;-515.826E-12;-545.797E-12;-556.840E-12;-525.291E-12;-567.882E-12
12;1100;-211.378E-12;-217.688E-12;-230.308E-12;-268.166E-12;-277.631E-12;-290.251E-12;-301.293E-12;-418.024E-12;-432.221E-12;-485.854E-12;-517.403E-12;-536.333E-12;-550.530E-12;-522.136E-12;-566.304E-12
13;1200;-205.068E-12;-203.491E-12;-231.885E-12;-266.589E-12;-268.166E-12;-283.941E-12;-301.293E-12;-416.447E-12;-435.376E-12;-493.742E-12;-512.671E-12;-533.178E-12;-545.797E-12;-512.671E-12;-577.346E-12
14;1300;-201.913E-12;-198.759E-12;-225.575E-12;-266.589E-12;-277.631E-12;-294.983E-12;-307.603E-12;-424.334E-12;-440.108E-12;-504.784E-12;-520.558E-12;-548.952E-12;-556.840E-12;-522.136E-12;-586.811E-12
