;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);314.000E-3;40.317E+0;80.318E+0;120.319E+0;160.322E+0;200.324E+0;240.325E+0;280.327E+0;320.329E+0;360.330E+0;400.334E+0;440.336E+0;480.338E+0;520.339E+0;560.341E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-132.506E-12;-135.661E-12;-123.041E-12;-141.970E-12;-127.773E-12;-145.125E-12;-154.590E-12;-148.280E-12;-148.280E-12;-194.026E-12;-190.871E-12;-200.336E-12;-220.843E-12;-231.885E-12;-239.772E-12
2;100;-124.618E-12;-141.970E-12;-121.464E-12;-135.661E-12;-137.238E-12;-132.506E-12;-143.548E-12;-141.970E-12;-137.238E-12;-190.871E-12;-187.716E-12;-208.223E-12;-220.843E-12;-225.575E-12;-235.040E-12
3;200;-124.618E-12;-141.970E-12;-130.928E-12;-141.970E-12;-132.506E-12;-141.970E-12;-151.435E-12;-129.351E-12;-143.548E-12;-198.759E-12;-179.829E-12;-198.759E-12;-217.688E-12;-225.575E-12;-231.885E-12
4;300;-138.816E-12;-134.083E-12;-126.196E-12;-129.351E-12;-138.816E-12;-134.083E-12;-146.703E-12;-134.083E-12;-140.393E-12;-186.139E-12;-181.407E-12;-205.068E-12;-212.956E-12;-219.265E-12;-230.308E-12
5;400;-134.083E-12;-140.393E-12;-123.041E-12;-134.083E-12;-138.816E-12;-130.928E-12;-137.238E-12;-138.816E-12;-153.013E-12;-198.759E-12;-190.871E-12;-200.336E-12;-222.420E-12;-227.153E-12;-241.350E-12
6;500;-135.661E-12;-143.548E-12;-127.773E-12;-134.083E-12;-140.393E-12;-134.083E-12;-143.548E-12;-145.125E-12;-146.703E-12;-197.181E-12;-200.336E-12;-201.913E-12;-223.998E-12;-228.730E-12;-241.350E-12
7;600;-135.661E-12;-143.548E-12;-129.351E-12;-140.393E-12;-141.970E-12;-118.309E-12;-146.703E-12;-141.970E-12;-141.970E-12;-200.336E-12;-197.181E-12;-206.646E-12;-212.956E-12;-228.730E-12;-233.462E-12
8;700;-135.661E-12;-135.661E-12;-124.618E-12;-143.548E-12;-141.970E-12;-123.041E-12;-151.435E-12;-141.970E-12;-148.280E-12;-190.871E-12;-194.026E-12;-192.449E-12;-211.378E-12;-222.420E-12;-228.730E-12
9;800;-126.196E-12;-130.928E-12;-124.618E-12;-138.816E-12;-135.661E-12;-132.506E-12;-148.280E-12;-135.661E-12;-151.435E-12;-190.871E-12;-194.026E-12;-197.181E-12;-214.533E-12;-223.998E-12;-235.040E-12
10;900;-129.351E-12;-140.393E-12;-124.618E-12;-134.083E-12;-140.393E-12;-130.928E-12;-148.280E-12;-126.196E-12;-148.280E-12;-192.449E-12;-209.801E-12;-203.491E-12;-212.956E-12;-231.885E-12;-230.308E-12
11;1000;-119.886E-12;-134.083E-12;-129.351E-12;-135.661E-12;-130.928E-12;-130.928E-12;-149.858E-12;-132.506E-12;-149.858E-12;-195.604E-12;-203.491E-12;-200.336E-12;-209.801E-12;-238.195E-12;-233.462E-12
12;1100;-129.351E-12;-132.506E-12;-130.928E-12;-135.661E-12;-134.083E-12;-127.773E-12;-148.280E-12;-132.506E-12;-149.858E-12;-195.604E-12;-192.449E-12;-208.223E-12;-217.688E-12;-233.462E-12;-233.462E-12
13;1200;-118.309E-12;-127.773E-12;-119.886E-12;-135.661E-12;-129.351E-12;-124.618E-12;-135.661E-12;-129.351E-12;-143.548E-12;-200.336E-12;-201.913E-12;-201.913E-12;-216.111E-12;-217.688E-12;-242.927E-12
14;1300;-124.618E-12;-137.238E-12;-129.351E-12;-130.928E-12;-121.464E-12;-134.083E-12;-143.548E-12;-130.928E-12;-148.280E-12;-190.871E-12;-206.646E-12;-203.491E-12;-212.956E-12;-220.843E-12;-247.660E-12
