;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);314.000E-3;40.317E+0;80.318E+0;120.319E+0;160.322E+0;200.324E+0;240.325E+0;280.327E+0;320.329E+0;360.330E+0;400.334E+0;440.336E+0;480.338E+0;520.339E+0;560.341E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-50.478E-12;-53.633E-12;-37.859E-12;-37.859E-12;-39.436E-12;-34.704E-12;-36.281E-12;-42.591E-12;-66.253E-12;-80.450E-12;-77.295E-12;-3.119E-9;-5.297E-9;-5.371E-9;-5.147E-9
2;100;-42.591E-12;-47.323E-12;-37.859E-12;-28.394E-12;-50.478E-12;-44.169E-12;-36.281E-12;-42.591E-12;-75.718E-12;-78.872E-12;-85.182E-12;-3.120E-9;-5.303E-9;-5.360E-9;-5.158E-9
3;200;-44.169E-12;-45.746E-12;-33.126E-12;-48.901E-12;-45.746E-12;-45.746E-12;-44.169E-12;-50.478E-12;-74.140E-12;-69.408E-12;-82.027E-12;-3.115E-9;-5.299E-9;-5.366E-9;-5.172E-9
4;300;-47.323E-12;-48.901E-12;-31.549E-12;-33.126E-12;-33.126E-12;-44.169E-12;-47.323E-12;-47.323E-12;-63.098E-12;-83.605E-12;-85.182E-12;-3.114E-9;-5.281E-9;-5.379E-9;-5.168E-9
5;400;-45.746E-12;-61.521E-12;-34.704E-12;-26.817E-12;-48.901E-12;-50.478E-12;-37.859E-12;-48.901E-12;-56.788E-12;-70.985E-12;-85.182E-12;-3.120E-9;-5.288E-9;-5.384E-9;-5.196E-9
6;500;-44.169E-12;-47.323E-12;-50.478E-12;-26.817E-12;-39.436E-12;-47.323E-12;-41.014E-12;-33.126E-12;-69.408E-12;-78.872E-12;-82.027E-12;-3.115E-9;-5.292E-9;-5.384E-9;-5.212E-9
7;600;-44.169E-12;-44.169E-12;-34.704E-12;-34.704E-12;-41.014E-12;-42.591E-12;-45.746E-12;-44.169E-12;-80.450E-12;-74.140E-12;-88.337E-12;-3.122E-9;-5.302E-9;-5.374E-9;-5.218E-9
8;700;-63.098E-12;-50.478E-12;-42.591E-12;-34.704E-12;-39.436E-12;-37.859E-12;-52.056E-12;-50.478E-12;-72.563E-12;-77.295E-12;-91.492E-12;-3.122E-9;-5.307E-9;-5.382E-9;-5.217E-9
9;800;-53.633E-12;-53.633E-12;-39.436E-12;-44.169E-12;-59.943E-12;-55.211E-12;-41.014E-12;-41.014E-12;-67.830E-12;-69.408E-12;-86.760E-12;-3.127E-9;-5.305E-9;-5.390E-9;-5.229E-9
10;900;-41.014E-12;-41.014E-12;-45.746E-12;-41.014E-12;-39.436E-12;-48.901E-12;-36.281E-12;-48.901E-12;-74.140E-12;-66.253E-12;-88.337E-12;-3.123E-9;-5.307E-9;-5.401E-9;-5.245E-9
11;1000;-48.901E-12;-41.014E-12;-44.169E-12;-39.436E-12;-48.901E-12;-39.436E-12;-42.591E-12;-52.056E-12;-67.830E-12;-74.140E-12;-82.027E-12;-3.123E-9;-5.297E-9;-5.401E-9;-5.254E-9
12;1100;-56.788E-12;-50.478E-12;-47.323E-12;-44.169E-12;-45.746E-12;-42.591E-12;-44.169E-12;-34.704E-12;-72.563E-12;-61.521E-12;-86.760E-12;-3.127E-9;-5.299E-9;-5.378E-9;-5.254E-9
13;1200;-45.746E-12;-50.478E-12;-39.436E-12;-39.436E-12;-39.436E-12;-39.436E-12;-33.126E-12;-33.126E-12;-59.943E-12;-74.140E-12;-88.337E-12;-3.122E-9;-5.295E-9;-5.357E-9;-5.262E-9
14;1300;-39.436E-12;-47.323E-12;-42.591E-12;-36.281E-12;-41.014E-12;-48.901E-12;-42.591E-12;-26.817E-12;-59.943E-12;-67.830E-12;-99.379E-12;-3.123E-9;-5.295E-9;-5.354E-9;-5.256E-9
