;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);314.000E-3;40.317E+0;80.318E+0;120.319E+0;160.322E+0;200.324E+0;240.325E+0;280.327E+0;320.329E+0;360.330E+0;400.334E+0;440.336E+0;480.338E+0;520.339E+0;560.341E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-182.984E-12;-186.139E-12;-201.913E-12;-176.674E-12;-201.913E-12;-222.420E-12;-228.730E-12;-258.702E-12;-287.096E-12;-304.448E-12;-335.997E-12;-337.574E-12;-7.124E-9;-9.075E-9;-9.651E-9
2;100;-176.674E-12;-181.407E-12;-203.491E-12;-176.674E-12;-192.449E-12;-227.153E-12;-228.730E-12;-269.744E-12;-283.941E-12;-306.025E-12;-328.109E-12;-339.152E-12;-7.124E-9;-9.064E-9;-9.654E-9
3;200;-184.562E-12;-186.139E-12;-209.801E-12;-187.716E-12;-201.913E-12;-216.111E-12;-220.843E-12;-268.166E-12;-285.518E-12;-317.067E-12;-332.842E-12;-335.997E-12;-7.116E-9;-9.072E-9;-9.671E-9
4;300;-175.097E-12;-187.716E-12;-201.913E-12;-187.716E-12;-205.068E-12;-209.801E-12;-227.153E-12;-260.279E-12;-280.786E-12;-312.335E-12;-326.532E-12;-329.687E-12;-7.122E-9;-9.058E-9;-9.673E-9
5;400;-167.210E-12;-187.716E-12;-208.223E-12;-189.294E-12;-194.026E-12;-220.843E-12;-227.153E-12;-266.589E-12;-293.406E-12;-312.335E-12;-324.955E-12;-332.842E-12;-7.122E-9;-9.066E-9;-9.676E-9
6;500;-167.210E-12;-198.759E-12;-208.223E-12;-182.984E-12;-203.491E-12;-219.265E-12;-227.153E-12;-255.547E-12;-282.363E-12;-315.490E-12;-334.419E-12;-332.842E-12;-7.130E-9;-9.069E-9;-9.670E-9
7;600;-178.252E-12;-195.604E-12;-211.378E-12;-182.984E-12;-201.913E-12;-216.111E-12;-222.420E-12;-268.166E-12;-287.096E-12;-313.912E-12;-334.419E-12;-343.884E-12;-7.122E-9;-9.078E-9;-9.665E-9
8;700;-176.674E-12;-184.562E-12;-201.913E-12;-184.562E-12;-209.801E-12;-222.420E-12;-227.153E-12;-272.899E-12;-290.251E-12;-301.293E-12;-332.842E-12;-340.729E-12;-7.135E-9;-9.073E-9;-9.670E-9
9;800;-182.984E-12;-190.871E-12;-205.068E-12;-179.829E-12;-209.801E-12;-223.998E-12;-235.040E-12;-272.899E-12;-291.828E-12;-315.490E-12;-339.152E-12;-345.461E-12;-7.128E-9;-9.075E-9;-9.670E-9
10;900;-178.252E-12;-179.829E-12;-216.111E-12;-179.829E-12;-206.646E-12;-216.111E-12;-233.462E-12;-271.321E-12;-279.208E-12;-309.180E-12;-320.222E-12;-334.419E-12;-7.127E-9;-9.070E-9;-9.665E-9
11;1000;-171.942E-12;-179.829E-12;-206.646E-12;-186.139E-12;-198.759E-12;-217.688E-12;-217.688E-12;-261.857E-12;-276.054E-12;-309.180E-12;-334.419E-12;-342.306E-12;-7.117E-9;-9.070E-9;-9.670E-9
12;1100;-189.294E-12;-190.871E-12;-208.223E-12;-181.407E-12;-212.956E-12;-220.843E-12;-222.420E-12;-272.899E-12;-280.786E-12;-310.757E-12;-326.532E-12;-340.729E-12;-7.110E-9;-9.072E-9;-9.663E-9
13;1200;-175.097E-12;-190.871E-12;-206.646E-12;-173.519E-12;-206.646E-12;-220.843E-12;-225.575E-12;-263.434E-12;-283.941E-12;-312.335E-12;-321.800E-12;-343.884E-12;-7.116E-9;-9.072E-9;-9.671E-9
14;1300;-171.942E-12;-186.139E-12;-203.491E-12;-184.562E-12;-195.604E-12;-217.688E-12;-228.730E-12;-261.857E-12;-288.673E-12;-306.025E-12;-337.574E-12;-347.039E-12;-7.114E-9;-9.067E-9;-9.663E-9
