;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);314.000E-3;40.317E+0;80.318E+0;120.319E+0;160.322E+0;200.324E+0;240.325E+0;280.327E+0;320.329E+0;360.330E+0;400.334E+0;440.336E+0;480.338E+0;520.339E+0;560.341E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-61.521E-12;-56.788E-12;-74.140E-12;-78.872E-12;-82.027E-12;-89.915E-12;-88.337E-12;-88.337E-12;-105.689E-12;-123.041E-12;-141.970E-12;-134.083E-12;-167.210E-12;-132.506E-12;-12.194E-9
2;100;-59.943E-12;-66.253E-12;-72.563E-12;-83.605E-12;-80.450E-12;-82.027E-12;-74.140E-12;-82.027E-12;-107.267E-12;-121.464E-12;-149.858E-12;-123.041E-12;-171.942E-12;-129.351E-12;-12.195E-9
3;200;-64.675E-12;-72.563E-12;-77.295E-12;-78.872E-12;-67.830E-12;-80.450E-12;-78.872E-12;-97.802E-12;-107.267E-12;-127.773E-12;-153.013E-12;-126.196E-12;-164.055E-12;-132.506E-12;-12.192E-9
4;300;-50.478E-12;-70.985E-12;-88.337E-12;-64.675E-12;-78.872E-12;-80.450E-12;-77.295E-12;-97.802E-12;-104.112E-12;-115.154E-12;-146.703E-12;-124.618E-12;-175.097E-12;-126.196E-12;-12.192E-9
5;400;-52.056E-12;-70.985E-12;-82.027E-12;-78.872E-12;-88.337E-12;-82.027E-12;-86.760E-12;-88.337E-12;-113.576E-12;-134.083E-12;-160.900E-12;-132.506E-12;-175.097E-12;-123.041E-12;-12.208E-9
6;500;-67.830E-12;-66.253E-12;-74.140E-12;-85.182E-12;-88.337E-12;-86.760E-12;-93.069E-12;-88.337E-12;-94.647E-12;-129.351E-12;-162.477E-12;-127.773E-12;-175.097E-12;-134.083E-12;-12.197E-9
7;600;-66.253E-12;-67.830E-12;-70.985E-12;-82.027E-12;-78.872E-12;-83.605E-12;-88.337E-12;-91.492E-12;-85.182E-12;-116.731E-12;-151.435E-12;-123.041E-12;-162.477E-12;-118.309E-12;-12.189E-9
8;700;-61.521E-12;-66.253E-12;-69.408E-12;-75.718E-12;-75.718E-12;-82.027E-12;-94.647E-12;-97.802E-12;-99.379E-12;-124.618E-12;-159.322E-12;-124.618E-12;-175.097E-12;-129.351E-12;-12.184E-9
9;800;-56.788E-12;-63.098E-12;-66.253E-12;-78.872E-12;-88.337E-12;-96.224E-12;-89.915E-12;-94.647E-12;-99.379E-12;-129.351E-12;-159.322E-12;-124.618E-12;-162.477E-12;-116.731E-12;-12.200E-9
10;900;-59.943E-12;-74.140E-12;-77.295E-12;-86.760E-12;-83.605E-12;-83.605E-12;-80.450E-12;-91.492E-12;-110.421E-12;-124.618E-12;-154.590E-12;-132.506E-12;-162.477E-12;-127.773E-12;-12.197E-9
11;1000;-63.098E-12;-63.098E-12;-77.295E-12;-88.337E-12;-88.337E-12;-72.563E-12;-88.337E-12;-91.492E-12;-86.760E-12;-119.886E-12;-146.703E-12;-132.506E-12;-160.900E-12;-127.773E-12;-12.189E-9
12;1100;-61.521E-12;-64.675E-12;-70.985E-12;-82.027E-12;-80.450E-12;-83.605E-12;-96.224E-12;-97.802E-12;-93.069E-12;-119.886E-12;-137.238E-12;-127.773E-12;-168.787E-12;-113.576E-12;-12.183E-9
13;1200;-50.478E-12;-52.056E-12;-77.295E-12;-74.140E-12;-80.450E-12;-77.295E-12;-85.182E-12;-97.802E-12;-89.915E-12;-119.886E-12;-130.928E-12;-134.083E-12;-171.942E-12;-121.464E-12;-12.192E-9
14;1300;-63.098E-12;-61.521E-12;-56.788E-12;-74.140E-12;-74.140E-12;-80.450E-12;-94.647E-12;-96.224E-12;-100.957E-12;-115.154E-12;-148.280E-12;-134.083E-12;-167.210E-12;-126.196E-12;-12.202E-9
