;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);314.000E-3;40.317E+0;80.318E+0;120.319E+0;160.322E+0;200.324E+0;240.325E+0;280.327E+0;320.329E+0;360.330E+0;400.334E+0;440.336E+0;480.338E+0;520.339E+0;560.341E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-238.195E-12;-246.082E-12;-299.715E-12;-306.025E-12;-350.194E-12;-373.855E-12;-618.360E-12;-665.683E-12;-6.600E-9;-8.990E-9;-7.725E-9;-8.837E-9;-9.810E-9;-11.290E-9;-11.878E-9
2;100;-223.998E-12;-249.237E-12;-302.870E-12;-315.490E-12;-343.884E-12;-380.165E-12;-621.515E-12;-673.571E-12;-6.603E-9;-8.993E-9;-7.722E-9;-8.831E-9;-9.805E-9;-11.287E-9;-11.888E-9
3;200;-222.420E-12;-244.505E-12;-301.293E-12;-315.490E-12;-353.349E-12;-380.165E-12;-627.825E-12;-664.106E-12;-6.597E-9;-8.984E-9;-7.712E-9;-8.834E-9;-9.804E-9;-11.293E-9;-11.889E-9
4;300;-220.843E-12;-247.660E-12;-306.025E-12;-317.067E-12;-354.926E-12;-380.165E-12;-627.825E-12;-665.683E-12;-6.610E-9;-8.987E-9;-7.717E-9;-8.831E-9;-9.815E-9;-11.291E-9;-11.881E-9
5;400;-222.420E-12;-257.124E-12;-302.870E-12;-317.067E-12;-343.884E-12;-380.165E-12;-621.515E-12;-665.683E-12;-6.606E-9;-8.993E-9;-7.723E-9;-8.831E-9;-9.810E-9;-11.287E-9;-11.881E-9
6;500;-227.153E-12;-268.166E-12;-302.870E-12;-310.757E-12;-350.194E-12;-377.010E-12;-629.402E-12;-664.106E-12;-6.616E-9;-8.985E-9;-7.715E-9;-8.826E-9;-9.812E-9;-11.296E-9;-11.881E-9
7;600;-214.533E-12;-253.969E-12;-304.448E-12;-309.180E-12;-343.884E-12;-367.546E-12;-624.670E-12;-668.838E-12;-6.608E-9;-8.991E-9;-7.720E-9;-8.834E-9;-9.804E-9;-11.287E-9;-11.883E-9
8;700;-222.420E-12;-247.660E-12;-293.406E-12;-317.067E-12;-350.194E-12;-381.743E-12;-629.402E-12;-665.683E-12;-6.605E-9;-8.980E-9;-7.715E-9;-8.838E-9;-9.813E-9;-11.285E-9;-11.896E-9
9;800;-228.730E-12;-257.124E-12;-302.870E-12;-317.067E-12;-358.081E-12;-384.898E-12;-621.515E-12;-657.796E-12;-6.606E-9;-8.982E-9;-7.723E-9;-8.845E-9;-9.815E-9;-11.283E-9;-11.888E-9
10;900;-235.040E-12;-257.124E-12;-301.293E-12;-320.222E-12;-350.194E-12;-378.588E-12;-629.402E-12;-662.529E-12;-6.600E-9;-8.979E-9;-7.725E-9;-8.838E-9;-9.818E-9;-11.293E-9;-11.873E-9
11;1000;-231.885E-12;-255.547E-12;-304.448E-12;-323.377E-12;-345.461E-12;-394.362E-12;-634.135E-12;-659.374E-12;-6.592E-9;-8.988E-9;-7.718E-9;-8.842E-9;-9.812E-9;-11.298E-9;-11.883E-9
12;1100;-217.688E-12;-244.505E-12;-301.293E-12;-320.222E-12;-337.574E-12;-389.630E-12;-626.247E-12;-657.796E-12;-6.600E-9;-8.982E-9;-7.722E-9;-8.849E-9;-9.818E-9;-11.290E-9;-11.886E-9
13;1200;-220.843E-12;-246.082E-12;-290.251E-12;-329.687E-12;-354.926E-12;-388.052E-12;-621.515E-12;-659.374E-12;-6.616E-9;-8.987E-9;-7.720E-9;-8.832E-9;-9.831E-9;-11.288E-9;-11.892E-9
14;1300;-220.843E-12;-253.969E-12;-298.138E-12;-318.645E-12;-343.884E-12;-389.630E-12;-629.402E-12;-660.951E-12;-6.608E-9;-8.980E-9;-7.726E-9;-8.846E-9;-9.831E-9;-11.304E-9;-11.889E-9
