;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);314.000E-3;40.317E+0;80.318E+0;120.319E+0;160.322E+0;200.324E+0;240.325E+0;280.327E+0;320.329E+0;360.330E+0;400.334E+0;440.336E+0;480.338E+0;520.339E+0;560.341E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-141.970E-12;-118.309E-12;-113.576E-12;-115.154E-12;-108.844E-12;-118.309E-12;-107.267E-12;-127.773E-12;-153.013E-12;-175.097E-12;-171.942E-12;-195.604E-12;-4.866E-9;-8.225E-9;-7.589E-9
2;100;-141.970E-12;-130.928E-12;-111.999E-12;-124.618E-12;-108.844E-12;-134.083E-12;-119.886E-12;-134.083E-12;-143.548E-12;-159.322E-12;-173.519E-12;-189.294E-12;-4.863E-9;-8.219E-9;-7.591E-9
3;200;-134.083E-12;-124.618E-12;-124.618E-12;-113.576E-12;-115.154E-12;-135.661E-12;-121.464E-12;-138.816E-12;-149.858E-12;-171.942E-12;-167.210E-12;-190.871E-12;-4.859E-9;-8.225E-9;-7.584E-9
4;300;-134.083E-12;-129.351E-12;-118.309E-12;-113.576E-12;-118.309E-12;-130.928E-12;-132.506E-12;-140.393E-12;-159.322E-12;-164.055E-12;-182.984E-12;-194.026E-12;-4.844E-9;-8.228E-9;-7.591E-9
5;400;-135.661E-12;-126.196E-12;-123.041E-12;-126.196E-12;-130.928E-12;-119.886E-12;-135.661E-12;-140.393E-12;-151.435E-12;-167.210E-12;-176.674E-12;-194.026E-12;-4.840E-9;-8.225E-9;-7.589E-9
6;500;-129.351E-12;-134.083E-12;-123.041E-12;-126.196E-12;-135.661E-12;-127.773E-12;-121.464E-12;-138.816E-12;-154.590E-12;-165.632E-12;-182.984E-12;-179.829E-12;-4.832E-9;-8.239E-9;-7.597E-9
7;600;-132.506E-12;-123.041E-12;-124.618E-12;-121.464E-12;-126.196E-12;-127.773E-12;-116.731E-12;-132.506E-12;-160.900E-12;-171.942E-12;-186.139E-12;-189.294E-12;-4.843E-9;-8.223E-9;-7.594E-9
8;700;-143.548E-12;-115.154E-12;-118.309E-12;-124.618E-12;-126.196E-12;-124.618E-12;-123.041E-12;-140.393E-12;-154.590E-12;-176.674E-12;-184.562E-12;-190.871E-12;-4.838E-9;-8.217E-9;-7.592E-9
9;800;-135.661E-12;-116.731E-12;-116.731E-12;-129.351E-12;-119.886E-12;-135.661E-12;-118.309E-12;-135.661E-12;-146.703E-12;-168.787E-12;-173.519E-12;-184.562E-12;-4.835E-9;-8.228E-9;-7.584E-9
10;900;-138.816E-12;-130.928E-12;-119.886E-12;-132.506E-12;-129.351E-12;-132.506E-12;-113.576E-12;-135.661E-12;-148.280E-12;-164.055E-12;-179.829E-12;-184.562E-12;-4.836E-9;-8.223E-9;-7.578E-9
11;1000;-134.083E-12;-119.886E-12;-110.421E-12;-123.041E-12;-137.238E-12;-119.886E-12;-113.576E-12;-140.393E-12;-160.900E-12;-160.900E-12;-181.407E-12;-197.181E-12;-4.833E-9;-8.220E-9;-7.591E-9
12;1100;-132.506E-12;-123.041E-12;-121.464E-12;-127.773E-12;-135.661E-12;-118.309E-12;-111.999E-12;-134.083E-12;-135.661E-12;-162.477E-12;-165.632E-12;-189.294E-12;-4.836E-9;-8.223E-9;-7.581E-9
13;1200;-124.618E-12;-113.576E-12;-119.886E-12;-115.154E-12;-127.773E-12;-119.886E-12;-108.844E-12;-135.661E-12;-148.280E-12;-165.632E-12;-162.477E-12;-192.449E-12;-4.843E-9;-8.226E-9;-7.594E-9
14;1300;-130.928E-12;-121.464E-12;-111.999E-12;-115.154E-12;-124.618E-12;-121.464E-12;-123.041E-12;-141.970E-12;-140.393E-12;-175.097E-12;-176.674E-12;-186.139E-12;-4.857E-9;-8.233E-9;-7.591E-9
