;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);314.000E-3;40.317E+0;80.318E+0;120.319E+0;160.322E+0;200.324E+0;240.325E+0;280.327E+0;320.329E+0;360.330E+0;400.334E+0;440.336E+0;480.338E+0;520.339E+0;560.341E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-405.404E-12;-421.179E-12;-408.559E-12;-378.588E-12;-402.249E-12;-421.179E-12;-435.376E-12;-425.911E-12;-438.531E-12;-433.798E-12;-468.502E-12;-471.657E-12;-446.418E-12;-452.728E-12;-451.150E-12
2;100;-400.672E-12;-410.137E-12;-403.827E-12;-394.362E-12;-411.714E-12;-425.911E-12;-418.024E-12;-422.756E-12;-435.376E-12;-436.953E-12;-462.193E-12;-470.080E-12;-446.418E-12;-444.841E-12;-452.728E-12
3;200;-402.249E-12;-413.292E-12;-402.249E-12;-397.517E-12;-416.447E-12;-418.024E-12;-413.292E-12;-416.447E-12;-441.686E-12;-441.686E-12;-465.347E-12;-460.615E-12;-457.460E-12;-451.150E-12;-454.305E-12
4;300;-403.827E-12;-410.137E-12;-408.559E-12;-395.940E-12;-408.559E-12;-408.559E-12;-413.292E-12;-414.869E-12;-436.953E-12;-444.841E-12;-463.770E-12;-460.615E-12;-457.460E-12;-462.193E-12;-457.460E-12
5;400;-405.404E-12;-408.559E-12;-403.827E-12;-397.517E-12;-410.137E-12;-422.756E-12;-418.024E-12;-429.066E-12;-435.376E-12;-449.573E-12;-465.347E-12;-459.038E-12;-454.305E-12;-447.996E-12;-466.925E-12
6;500;-400.672E-12;-421.179E-12;-403.827E-12;-389.630E-12;-410.137E-12;-416.447E-12;-422.756E-12;-433.798E-12;-432.221E-12;-454.305E-12;-468.502E-12;-463.770E-12;-451.150E-12;-446.418E-12;-466.925E-12
7;600;-397.517E-12;-422.756E-12;-405.404E-12;-392.785E-12;-406.982E-12;-419.601E-12;-421.179E-12;-424.334E-12;-436.953E-12;-449.573E-12;-479.545E-12;-471.657E-12;-451.150E-12;-455.883E-12;-447.996E-12
8;700;-402.249E-12;-416.447E-12;-399.095E-12;-386.475E-12;-405.404E-12;-416.447E-12;-418.024E-12;-432.221E-12;-446.418E-12;-446.418E-12;-462.193E-12;-460.615E-12;-466.925E-12;-452.728E-12;-459.038E-12
9;800;-410.137E-12;-416.447E-12;-411.714E-12;-394.362E-12;-413.292E-12;-427.489E-12;-422.756E-12;-427.489E-12;-436.953E-12;-443.263E-12;-471.657E-12;-465.347E-12;-460.615E-12;-454.305E-12;-444.841E-12
10;900;-397.517E-12;-414.869E-12;-406.982E-12;-388.052E-12;-410.137E-12;-418.024E-12;-411.714E-12;-427.489E-12;-441.686E-12;-438.531E-12;-468.502E-12;-471.657E-12;-454.305E-12;-455.883E-12;-451.150E-12
11;1000;-400.672E-12;-408.559E-12;-400.672E-12;-391.207E-12;-419.601E-12;-419.601E-12;-416.447E-12;-421.179E-12;-436.953E-12;-436.953E-12;-471.657E-12;-471.657E-12;-446.418E-12;-463.770E-12;-459.038E-12
12;1100;-410.137E-12;-408.559E-12;-399.095E-12;-386.475E-12;-408.559E-12;-422.756E-12;-419.601E-12;-433.798E-12;-440.108E-12;-440.108E-12;-455.883E-12;-459.038E-12;-449.573E-12;-459.038E-12;-466.925E-12
13;1200;-402.249E-12;-418.024E-12;-399.095E-12;-384.898E-12;-411.714E-12;-413.292E-12;-419.601E-12;-427.489E-12;-435.376E-12;-440.108E-12;-462.193E-12;-470.080E-12;-463.770E-12;-449.573E-12;-460.615E-12
14;1300;-392.785E-12;-414.869E-12;-408.559E-12;-388.052E-12;-416.447E-12;-411.714E-12;-421.179E-12;-425.911E-12;-438.531E-12;-429.066E-12;-465.347E-12;-462.193E-12;-463.770E-12;-452.728E-12;-452.728E-12
