;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);314.000E-3;40.317E+0;80.318E+0;120.319E+0;160.322E+0;200.324E+0;240.325E+0;280.327E+0;320.329E+0;360.330E+0;400.334E+0;440.336E+0;480.338E+0;520.339E+0;560.341E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-77.295E-12;-80.450E-12;-89.915E-12;-99.379E-12;-113.576E-12;-141.970E-12;-137.238E-12;-192.449E-12;-265.011E-12;-331.264E-12;-6.706E-9;-5.442E-9;-4.417E-9;-6.633E-9;-6.545E-9
2;100;-75.718E-12;-83.605E-12;-96.224E-12;-85.182E-12;-110.421E-12;-146.703E-12;-134.083E-12;-197.181E-12;-265.011E-12;-324.955E-12;-6.692E-9;-5.450E-9;-4.429E-9;-6.632E-9;-6.546E-9
3;200;-67.830E-12;-82.027E-12;-99.379E-12;-96.224E-12;-113.576E-12;-149.858E-12;-137.238E-12;-195.604E-12;-263.434E-12;-331.264E-12;-6.690E-9;-5.444E-9;-4.425E-9;-6.636E-9;-6.550E-9
4;300;-78.872E-12;-77.295E-12;-94.647E-12;-82.027E-12;-116.731E-12;-137.238E-12;-124.618E-12;-190.871E-12;-258.702E-12;-326.532E-12;-6.698E-9;-5.447E-9;-4.423E-9;-6.630E-9;-6.545E-9
5;400;-69.408E-12;-80.450E-12;-94.647E-12;-99.379E-12;-118.309E-12;-143.548E-12;-143.548E-12;-194.026E-12;-260.279E-12;-329.687E-12;-6.699E-9;-5.453E-9;-4.422E-9;-6.625E-9;-6.543E-9
6;500;-66.253E-12;-91.492E-12;-91.492E-12;-91.492E-12;-113.576E-12;-141.970E-12;-138.816E-12;-189.294E-12;-244.505E-12;-331.264E-12;-6.707E-9;-5.444E-9;-4.420E-9;-6.627E-9;-6.551E-9
7;600;-70.985E-12;-86.760E-12;-93.069E-12;-100.957E-12;-119.886E-12;-148.280E-12;-127.773E-12;-186.139E-12;-252.392E-12;-332.842E-12;-6.703E-9;-5.444E-9;-4.426E-9;-6.621E-9;-6.551E-9
8;700;-75.718E-12;-82.027E-12;-94.647E-12;-102.534E-12;-119.886E-12;-140.393E-12;-132.506E-12;-187.716E-12;-266.589E-12;-326.532E-12;-6.701E-9;-5.444E-9;-4.429E-9;-6.622E-9;-6.539E-9
9;800;-75.718E-12;-83.605E-12;-85.182E-12;-105.689E-12;-113.576E-12;-145.125E-12;-135.661E-12;-184.562E-12;-258.702E-12;-329.687E-12;-6.704E-9;-5.441E-9;-4.429E-9;-6.636E-9;-6.540E-9
10;900;-69.408E-12;-91.492E-12;-91.492E-12;-102.534E-12;-116.731E-12;-145.125E-12;-138.816E-12;-186.139E-12;-258.702E-12;-331.264E-12;-6.707E-9;-5.441E-9;-4.428E-9;-6.628E-9;-6.539E-9
11;1000;-75.718E-12;-82.027E-12;-94.647E-12;-96.224E-12;-126.196E-12;-140.393E-12;-138.816E-12;-182.984E-12;-252.392E-12;-329.687E-12;-6.701E-9;-5.442E-9;-4.425E-9;-6.625E-9;-6.553E-9
12;1100;-69.408E-12;-88.337E-12;-93.069E-12;-94.647E-12;-116.731E-12;-149.858E-12;-127.773E-12;-179.829E-12;-253.969E-12;-326.532E-12;-6.704E-9;-5.445E-9;-4.420E-9;-6.628E-9;-6.543E-9
13;1200;-74.140E-12;-82.027E-12;-93.069E-12;-108.844E-12;-110.421E-12;-138.816E-12;-145.125E-12;-187.716E-12;-247.660E-12;-326.532E-12;-6.696E-9;-5.450E-9;-4.423E-9;-6.633E-9;-6.550E-9
14;1300;-77.295E-12;-75.718E-12;-94.647E-12;-94.647E-12;-121.464E-12;-138.816E-12;-134.083E-12;-184.562E-12;-252.392E-12;-332.842E-12;-6.703E-9;-5.444E-9;-4.415E-9;-6.625E-9;-6.567E-9
