;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);314.000E-3;40.317E+0;80.318E+0;120.319E+0;160.322E+0;200.324E+0;240.325E+0;280.327E+0;320.329E+0;360.330E+0;400.334E+0;440.336E+0;480.338E+0;520.339E+0;560.341E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-102.534E-12;-168.787E-12;-176.674E-12;-222.420E-12;-241.350E-12;-231.885E-12;-258.702E-12;-249.237E-12;-271.321E-12;-321.800E-12;-359.658E-12;-361.236E-12;-356.503E-12;-326.532E-12;-335.997E-12
2;100;-107.267E-12;-168.787E-12;-182.984E-12;-216.111E-12;-238.195E-12;-238.195E-12;-258.702E-12;-258.702E-12;-263.434E-12;-317.067E-12;-351.771E-12;-358.081E-12;-348.616E-12;-323.377E-12;-324.955E-12
3;200;-108.844E-12;-165.632E-12;-200.336E-12;-227.153E-12;-239.772E-12;-242.927E-12;-249.237E-12;-261.857E-12;-276.054E-12;-318.645E-12;-345.461E-12;-351.771E-12;-347.039E-12;-334.419E-12;-328.109E-12
4;300;-97.802E-12;-171.942E-12;-190.871E-12;-222.420E-12;-242.927E-12;-238.195E-12;-249.237E-12;-260.279E-12;-272.899E-12;-318.645E-12;-350.194E-12;-348.616E-12;-353.349E-12;-334.419E-12;-332.842E-12
5;400;-111.999E-12;-173.519E-12;-187.716E-12;-212.956E-12;-247.660E-12;-228.730E-12;-252.392E-12;-261.857E-12;-268.166E-12;-313.912E-12;-353.349E-12;-345.461E-12;-356.503E-12;-335.997E-12;-331.264E-12
6;500;-99.379E-12;-176.674E-12;-187.716E-12;-220.843E-12;-242.927E-12;-242.927E-12;-250.814E-12;-258.702E-12;-271.321E-12;-324.955E-12;-354.926E-12;-347.039E-12;-342.306E-12;-343.884E-12;-320.222E-12
7;600;-102.534E-12;-175.097E-12;-189.294E-12;-227.153E-12;-244.505E-12;-242.927E-12;-250.814E-12;-261.857E-12;-265.011E-12;-328.109E-12;-348.616E-12;-345.461E-12;-353.349E-12;-332.842E-12;-326.532E-12
8;700;-104.112E-12;-173.519E-12;-186.139E-12;-230.308E-12;-250.814E-12;-231.885E-12;-255.547E-12;-260.279E-12;-263.434E-12;-328.109E-12;-345.461E-12;-353.349E-12;-356.503E-12;-340.729E-12;-326.532E-12
9;800;-108.844E-12;-173.519E-12;-179.829E-12;-227.153E-12;-244.505E-12;-235.040E-12;-250.814E-12;-257.124E-12;-271.321E-12;-320.222E-12;-351.771E-12;-351.771E-12;-350.194E-12;-335.997E-12;-324.955E-12
10;900;-107.267E-12;-171.942E-12;-182.984E-12;-216.111E-12;-246.082E-12;-238.195E-12;-247.660E-12;-263.434E-12;-268.166E-12;-323.377E-12;-351.771E-12;-350.194E-12;-347.039E-12;-332.842E-12;-324.955E-12
11;1000;-105.689E-12;-160.900E-12;-182.984E-12;-217.688E-12;-250.814E-12;-246.082E-12;-250.814E-12;-257.124E-12;-261.857E-12;-304.448E-12;-350.194E-12;-361.236E-12;-345.461E-12;-339.152E-12;-321.800E-12
12;1100;-105.689E-12;-173.519E-12;-176.674E-12;-223.998E-12;-247.660E-12;-233.462E-12;-250.814E-12;-249.237E-12;-269.744E-12;-309.180E-12;-351.771E-12;-350.194E-12;-347.039E-12;-332.842E-12;-328.109E-12
13;1200;-100.957E-12;-179.829E-12;-195.604E-12;-231.885E-12;-247.660E-12;-233.462E-12;-250.814E-12;-265.011E-12;-274.476E-12;-312.335E-12;-347.039E-12;-347.039E-12;-337.574E-12;-326.532E-12;-332.842E-12
14;1300;-107.267E-12;-175.097E-12;-190.871E-12;-227.153E-12;-242.927E-12;-230.308E-12;-247.660E-12;-255.547E-12;-271.321E-12;-324.955E-12;-356.503E-12;-350.194E-12;-350.194E-12;-326.532E-12;-328.109E-12
