,gleak (nS),Eleak (mV),cap (pF),rseries (MOhms),rseal (GOhms)
0,1.5115942153446007,31.74608874328207,17.666,7.819852,0.46220890000000003
1,2.0445583026704246,-2.3212841235808077,18.03463,7.957024,0.4761637
2,2.278159704312202,-14.959420945757635,17.95469,7.888438,0.49503480000000005
3,2.276759544910646,-14.034568007910208,18.00044,7.957024,0.47304680000000005
4,2.316195710939452,-16.49750656096517,17.79098,7.751265999999999,0.4768796
5,1.8881690729036489,9.382666876741371,17.88705,7.888438,0.44378
6,1.7160379499929699,17.710967552236042,17.88219,7.957024,0.45391030000000004
7,1.7109587853153894,21.671757318435038,17.78474,7.888438,0.4428805
8,1.6902991106442133,26.586888799742795,17.85785,8.025611,0.42601700000000003
9,1.6504570316131901,33.5755132674157,17.88329,8.162784,0.41171810000000003
10,1.908133309699919,18.218520092118425,17.94797,8.23137,0.4025554
11,1.8528239179306722,22.024936039678785,18.014780000000002,8.368542999999999,0.40649890000000005
12,1.801563142733847,27.021877974149835,17.91307,8.43713,0.3957659
13,1.7535107536475245,28.56995573961997,17.71237,8.43713,0.4281863
14,1.9380111551252808,19.803058029606582,17.38259,8.368542999999999,0.42002
15,1.8859252135403644,26.53170758445411,17.46637,8.574302,0.40590980000000004
16,2.1037635305197133,22.17839524217979,17.3612,8.642889,0.3818572
17,2.7890832094242044,14.024076652757058,16.37148,9.260167,0.2828835
18,2.9367013567740865,10.092156486096163,15.96632,9.946031,0.2796863
