A12,A13,A16,A19,B04,B06,B13,B16,C04,C17,C19,D09,D18,E08,E21,E23,F03,F12,F13,F23,G16,H18,H21,I12,I23,K05,K13,K21,K23,L05,M23,N12,N22,O01,O17
45.90150144810651,-8.049780841664598,11.071766498125399,37.53893931645206,-4.734281255811083,-49.08431975034369,5.632342593101697,-9.205918132060788,-16.944109960197522,-37.33361272628724,-5.961672464071524,-52.111447615971066,19.748249310797235,-4.202088050331214,2.3459638362596844,14.243970578386625,18.87131460687948,-47.98720410416152,-9.572752110441186,-16.64214893220454,-5.036016360878577,18.324518569232666,-20.62536760253701,-5.403199545082529,13.745153825199822,-4.040172844288932,-11.881226903118034,-74.81190422119474,-2.1413344026493775,-8.229483177830588,-9.398625868095493,-25.660692604192803,-7.994233367689418,46.3515529144276,4.579045655086191
73.24106766358388,-3.236721246094731,12.45751787774924,10.204723427205636,1.3072627416895626,-24.952292620345077,16.111031230723555,-16.419627745251262,-10.156579861659651,-21.065041250843596,-25.903479710541163,-60.19355590602353,-5.8471177367533755,0.5793881840477155,29.86280467061357,16.090176775399872,39.20772587931125,4.746000727724181,-15.732104499250216,-10.443703824668845,-18.07062076174708,40.49447702402523,-42.67295080542374,4.832398265214906,9.628822998344106,-2.5079381597413146,-51.20551624259568,-78.7533515016247,-17.85284983416649,6.376407833385343,-11.482599704323935,-7.381996158929084,-27.511043352380685,2.2285950955386085,-1.83494545348043
37.448018103849,-17.581055259372732,9.069063158147884,-1.6913011277494263,7.169879466352122,-45.54691271672709,14.879987224631309,-14.10191502577486,2.511608659928612,-30.95333084463269,1.2668080324293245,-57.253308724725144,-12.532167606473465,16.34609675609219,13.479138091258411,15.093349233222922,-1.240414921769684,34.079949998468976,-0.1644423345414196,-22.91264710772316,24.638568858878955,15.616619821450808,-26.105683671675905,-24.075354906304696,12.95609299384515,-21.416746529836317,-36.936596557641934,-59.43128474931271,-12.859937970788621,18.82847073744057,-13.060628184078995,-11.378102464352748,-9.70563343714079,9.379659611472093,3.5259183852786293
-4.610143769807621,-6.5613764354849025,12.236495793395333,15.443359747531773,62.0827904076168,-89.51937403267942,8.306089685547306,-14.675072920051305,-14.756027393245459,-55.166537656304804,-15.924112957760627,-61.974584724631455,5.071309580979744,-0.7240365743564183,-1.8046186929517556,21.914709858472847,33.78408937162586,31.95333667070716,-5.828496993001808,-17.19545817226947,-18.64317794695083,22.94886191605221,-12.614488069857686,-3.8970615300862903,10.707304819826135,-10.298826954011533,-4.576847631561009,-59.83094526140346,-12.176252924675111,-20.231357009903828,3.767898307735556,34.53444176833909,-12.008263331354811,9.190815422050719,1.648965632966735
-17.394862171613426,-16.518508020713625,6.271067603817728,9.014797496188407,7.9568862608409905,-33.75235012378175,10.23826201162207,-24.290676325449965,-38.53583518282935,-8.52086337728082,-21.092255713071808,-66.18262563324807,8.663997475912211,0.7358402420332197,4.894877829292681,12.117164672456864,25.040437002561788,38.211453937703,-3.607145115533668,-11.655792095351261,12.780077175487323,4.463960753405387,-43.64322985000637,-0.20613237578108107,14.442477731535803,-12.178439715321232,-35.969399737846885,-67.5387385798863,-33.47229346138465,-4.081980409210218,-13.371481036990765,48.732164142714275,-26.36972804764451,18.294544780617315,-25.263014193545445
-9.006895023462933,33.37616679223943,-9.748875157023349,11.98883240546104,8.125734836103462,-68.51360342292575,-0.10719703192954452,-20.465938523244237,-30.736185008810367,-38.76234513003001,-28.030853390371213,-76.91442281323435,13.608576683922724,12.59788128233565,-3.6635193444139196,5.91664741030365,3.7308997969256836,-17.71606141802053,-5.729940400618644,-37.72599969082732,-17.637278488502915,8.607451125999717,-101.41259428614734,-10.66092019498251,12.49029766967627,-20.1354984808486,-10.733739453355497,-55.65744387993632,-41.43868867286312,-18.88036241255318,7.449864581104691,71.45904454492617,-83.41222158988381,19.23496473965885,-13.32047803942771
1.6874154076167258,-1.8461350404586627,7.648317868595257,-0.8912515953512212,22.895402610472342,-87.34092654542614,26.56473271844533,-21.768542309422713,-22.914057885091268,-17.968206154024074,-14.382262088665414,-58.697206303486816,4.314944338134098,10.03313031029738,-17.38675875237442,16.59215791667705,31.48831612431246,-30.39269245073115,-8.773889227536941,-25.79315454327048,-19.461369536147313,-13.497379681142291,-149.25871196516522,-16.90769934338293,38.63072896163438,-31.80574096716451,-29.310270478255546,-57.48347451165347,-24.640438903336644,-32.07495090483641,-7.3690250393651615,54.98709233797799,-47.915193178736565,24.85743721950759,-3.9160297017309063
2.3588477566232484,4.3373703734066,6.208040347038179,16.06591266733308,5.5605100360847,-60.9499345410524,13.460241294613809,-23.76856514715078,-16.837722923081742,-16.78854336759568,-21.884439438265474,-76.37290560619239,-7.036592458854145,-0.31318296185331457,4.8820075637965274,27.33425594107719,67.37348005839124,-37.07948357719952,-19.987686096913293,-10.587208122157065,-5.900361008373067,-0.6332271660522791,8.529265100474817,-36.75137973225447,46.07755404461378,-22.62847930014372,-9.595273741002359,-66.91095960816054,-31.339018672331974,-12.701457381311002,7.1817778710634474,49.28485136903265,-89.80326607466885,13.89478498034864,-21.675409147994372
-36.76309938615349,-11.889969008560392,-25.41402021875783,47.13131875046855,16.039484307298153,-85.83972674587608,-24.151038445107496,-29.398566140621153,-22.105617214009072,1.5159540079353917,-5.966809942608138,-72.08107233847797,2.7705915036239896,7.685367477974225,9.223407370251167,26.615031509060202,70.96493148272305,-44.939794493001834,-9.556223008529175,-12.817179370876131,-25.701892103567957,21.308564719320117,-32.32244693304803,-34.575868749406396,20.06125037859263,-19.777593539084023,9.199463567139405,-62.46258523947147,-7.03229968304808,-2.1272664479505745,11.320721717664334,42.61760252836781,-52.665914308610496,17.95559972125713,-23.614728640121285
-11.616333122531955,4.520069765152442,-27.509534232223274,29.217226548831434,25.81227785634839,-73.35418171307185,7.320165247438097,-21.984871802424465,-14.886391651899629,-4.445834802080839,-15.09813172172585,-77.2909409361099,-16.857792334541397,11.288616396713266,-3.6098661543676864,24.47092663527865,27.485277087821686,-55.41494196222819,-1.6710254627594168,-15.93482789074612,-13.31749415892909,1.6700884804110672,-5.494568446013601,-15.743975702261924,10.450833049487555,-16.33817120788565,-24.437746754280184,-60.70414931960766,-25.124212213165553,8.531702442608008,-0.6364450677955845,59.21321070607343,-77.86504583997755,27.670930525243634,-17.48469819326425
-40.75368155229951,-1.0654237786178555,-3.7073073668771315,18.159031542676757,10.471644194982467,-53.398251117345914,5.439310121250884,-13.546181063984083,-41.85776662453144,-25.814156410803633,-6.94074522984883,-71.96475507032619,31.805537305954786,8.607445552018177,0.8342978719694826,26.246204345351124,33.577407247625516,-34.7633650412084,-8.31564676330919,-49.797170251905825,-16.793398508654207,-18.058675392808112,0.9629836449949778,5.793428824262662,43.02070802174438,-40.955984001343474,-11.479442863409133,-80.20382585384905,-34.55218740521124,10.282415695919752,11.449073870438607,44.949606062671755,-58.37272968667227,22.265514236190903,-28.896975118876497
-5.68800177227581,-17.64868328799053,-19.311631887122022,18.738629033272844,0.18093279992500297,-82.47309436022266,11.470205349443871,-32.76567800971633,-15.923557398650386,3.8280143611908954,-22.660794347256967,-78.4019792837417,66.59757039252672,7.226199274899997,10.680776657991709,21.62275223490998,-26.25620847628727,-40.8083282852101,-12.683207276212245,-39.92278335741072,-19.23240302333798,-11.074180194482693,-48.02713455682962,-27.538571531023518,15.946290466602022,-32.74852283460386,7.691952661334612,-58.95453156032869,-10.22005524197084,27.419521221225835,-2.734967074793836,6.0874753015182534,-45.87115136665841,18.723238485128647,-25.13253909560126
-4.766488273806601,-19.361547983754093,-13.839646530773619,27.192015660022378,25.37163683563478,-87.7825624595103,-18.303578652680585,-29.845639179517722,-25.905379523119304,0.6488447651835256,-30.76844353074239,-84.20201565964769,-0.4815407954574339,15.51036762534362,3.6698641223443786,17.61784186400272,43.75466096141585,-48.681619405679896,-23.165384007435744,-24.420828115252476,-25.241959211728446,-6.741336825887373,-8.45328080086233,-24.168774018026824,19.772440604692466,-33.01592038334172,1.1515547233190941,-68.5648142805549,-5.203684225631149,23.953297530336073,-8.566364521807081,-22.31543544473263,-111.98760861928284,34.67852617583094,-34.17792661781431
-1.8830520452700057,-35.041812856285944,-12.921797874937596,23.544170494376377,3.6256871788927536,-83.30179260787946,-19.19656830183083,-25.897433678361708,-43.8383253587229,-15.303160683298103,-22.239735803236755,-94.16512930642357,15.404894593289141,-3.147231924300201,3.15327893623467,8.86326882404397,32.56234808760294,-50.09772462065743,-4.554217607535706,-11.348073891652176,-9.920968803642978,4.584559068045451,-19.975736821857094,-21.275207965664862,37.40660097859901,-32.93395596479013,3.3745605949449526,-63.80191529470763,-32.685196222132035,16.56540355211189,-4.817095137996795,-19.474507103411725,-91.0149397426895,11.838684315421096,-48.08399762196959
