A04,A22,B02,B09,C10,C19,C21,D10,D13,D16,D19,D20,E10,F01,F24,G01,G06,G23,H07,H09,H13,H23,H24,I23,J19,K11,K15,L19,M09,M11,M15,M23,N17,O13,P16,P18
-92.69816436387794,-41.9303445408961,1.7605128578165932,47.82501248100452,-13.58415889093368,19.757416002405538,7.200264436765763,-4.455082919457652,38.539910425268644,-69.9978554267372,41.953377744407604,-36.175709396588445,-22.247933843945276,36.484787690139825,47.66246113974624,71.06483588630948,-63.90876469432658,-53.26668232682462,-24.54361402436902,9.026465015371116,-38.69128570473026,-35.88906641355297,-53.53618764180837,-10.95146687853044,46.82478831595213,-63.052443681017394,30.772448336446985,-9.218682444638889,-23.408368598162998,13.17047985753533,-61.88551545619846,36.32935370138702,-22.405223508060658,8.675300530586016,-14.614945243532889,52.95187961990729
-79.84551285234943,-73.1392056304362,-21.65749014793184,33.80563893170433,-16.83913661353415,-10.144225878655377,-0.04983065714823449,2.524731173612807,56.551898966664574,-47.83161148597242,27.753097739252663,40.307230237627955,-19.147651894651375,-9.27139897919278,49.53294307598085,20.51843463615336,-138.03779333372924,-49.903083408616624,9.763737042989021,5.09947238037367,-99.14809401780816,-20.595914635153775,-40.109412272588145,-14.70468795788568,35.99196138356033,-79.15289678842802,-27.36879594657614,23.672380695451036,-35.151072570857266,-67.91891977574375,-32.152030441202214,12.193232988252845,-3.827650128030711,11.500041664771205,20.625565194451312,50.78598914040231
-99.5279850829482,-62.89448145957269,-21.849012632654592,26.90299067761157,-29.861290338603023,4.235699660865947,11.4990999641027,2.3915871291864055,64.20139016283424,-67.39328570319935,31.193243885903488,-29.77232316736439,-29.96860918123596,-24.469360637122094,17.706604612159367,162.92571123703442,-96.93304069676337,-33.15741671657088,29.70037965286792,-11.23000030395525,-98.39412394616977,-18.004813867876948,-60.38448813762199,-13.451670194295291,43.288668030898464,-75.52251690452398,-73.41043150962287,-7.974054820919817,-43.088582591695854,-43.9871560429582,-56.438645832104484,5.502682332666693,1.2896797931765605,-1.4933719101476017,5.961891897713016,29.97106118167324
-67.48691526202845,-31.932795499312803,29.642895602286856,-2.159655308266821,-20.16216608463523,3.3338904905959623,2.5800162282554027,5.296256813921488,77.61177428030483,-33.20755154352048,36.91392049190826,-50.778013491595885,-27.39128070766685,-15.83896142351924,36.1463410597037,34.01257485506716,-178.35154824987518,-34.92852073840922,-2.7243449552300945,-34.894203516495935,-94.31900044217093,-24.43052615346178,-34.635455043332996,-19.255188615377516,15.464610138715303,-70.44754597328793,-78.09442337550024,30.245719982723003,-25.250707358847876,-10.402715744907653,-55.32605316111597,7.1117692954572345,25.48564149878138,17.385067757123068,8.375411738908964,46.79481966542715
-95.18891564468277,-57.293297317826806,22.526367195357384,45.52451979117711,-12.87536767111351,-8.870371154180333,2.4519616126592965,-0.08015616414648717,41.71823621107218,-88.9633698844354,30.236958881966963,-33.465850877280815,-20.07330904058364,25.18651295001243,15.125404468164104,66.62237699075216,10.499024111253277,-40.93176832813679,3.448763459822459,3.398680603942694,-30.24951956745213,-35.92916376933903,-26.721129289802665,-20.00270609203963,40.593469615158654,-73.58948272391285,-14.472109902805869,11.623710141120897,-15.844289259497701,-23.82027682166978,-67.90528533632217,-13.293412003280537,-12.668498073919237,-8.662147247594476,4.6866513907772855,14.86644532748045
5.699065311640822,-33.71032816455266,46.90879401480876,28.207505140402272,-20.021157122813094,10.71275374706309,11.483168841289649,-3.5267841125968715,93.5444647975505,-64.82791532126357,32.067041647900496,-42.115772609347836,2.400769327199385,-0.22774441405277912,2.76565288399766,52.2837188241686,-29.472607391089866,-21.74748389608851,13.178888218851426,-74.466462607317,-118.23995590811683,-12.086664944263987,-72.08538024581357,-7.949451048238046,77.12673484457,-58.287053346569685,-59.316304131342186,21.400521266089672,-26.96639774984388,-2.625282564390318,-66.90249507138842,-55.05010229023997,6.574772984753678,2.7010219205822352,-7.47754370826047,8.161348589414843
6.630063053642746,-26.896557248375444,35.745975021338324,46.081059661272036,-19.23984087309436,-6.0097895748251355,8.939990105067459,-11.97118205814175,43.56021916877024,-88.10388412409418,21.399107140402336,-50.7975680293365,-37.33292544198335,10.500615144932425,46.81332409003994,61.759648614439925,-70.49613132288809,-34.17592653564739,-224.73898074843794,-52.902129848350505,-52.52785344423309,-21.472586747469535,-37.16481791852044,-9.310716053861627,29.18950727905514,-116.55716059088351,-69.69273554858175,-0.14466302224447242,-48.0834970951013,-34.334074072325784,-57.197932526649595,-10.965178780367525,-3.9081852354725584,5.156316756529493,0.3406983871844318,-2.9245095059674786
20.23943034047727,-18.737898117876853,68.59224872822412,8.419165047019392,-30.822730917426927,11.61181533488488,0.10477250093722996,-12.038515401774568,82.16002522428761,-101.95377013377919,20.45849786359656,-20.63133481145349,-47.79058409094608,-14.743049401555993,22.61282036603345,29.043970119313713,-29.232167294176524,-39.52967754670718,7.939134436484579,-45.70066667914289,-22.064384873813193,-23.5643223400713,-48.18997732141969,-35.883107649087826,46.62232267114464,-45.42728124147094,-42.44221043551631,-19.59377680276807,-38.66039440305558,-49.383819403992966,-52.95627855251813,-88.10878997634978,-1.5786388322608218,24.704809500812164,1.9126275786052815,0.4850651658645689
1.8831911314983927,-23.56877708925896,59.46552435841033,35.58717644245178,-40.71979698731569,3.5971702701198462,3.941491824668809,-0.051607579636367924,50.77419333360401,-97.87526337106357,12.614039786803263,-42.79384556838917,-33.90692223940897,28.490888355161108,4.073976112846765,34.815030053486396,-52.94680948228579,-26.1950517470946,-9.479617445013872,-67.41016802168221,-73.41718109538249,-18.490228054736406,-17.638699016933373,-21.877156089352766,5.241690498187922,-50.91622075324925,-58.29335942080121,16.23600476830788,-27.003412933454115,-73.79882308932156,-78.85081564736942,-73.25549970519893,25.258756032554174,-5.281995960916049,-8.984760970726098,-9.126058128905411
-0.7931157363785246,-40.612549774681426,44.314243102568014,48.079261132685474,-20.622204583166763,-2.0464649326107462,7.631997468601526,-23.893387098975275,43.254702263715274,-104.0075167168834,47.63272507588722,-30.60979636347164,-25.608071415552416,24.652899164427563,-4.998864462509516,20.97130119310765,-44.65851292773695,-23.68354959750692,13.433733120563515,-65.85377845307434,-56.67053517136361,9.821927558922654,-31.21861242130095,0.32686037318791245,48.29681398953378,-56.00372164524492,-58.3938010334293,9.649645707541822,-44.31838959941268,-143.8364409097102,-62.76977967058238,-29.37247262315691,2.2605818482565496,20.514912587446812,-9.33702543945266,-10.561513121219832
2.036011568701497,-33.13794315136854,36.63914337940511,56.18665765602333,-35.72948607532505,-1.9614433007999428,-17.693128431079757,-16.79665633725945,34.5566852152274,-75.86018205523635,17.633768659303854,-52.870682454261534,-41.72691583210454,5.292990793676494,-22.506655525431285,81.42858185300531,-32.90572534910032,-37.093094388621644,-13.13530138646604,-42.22921742042627,-75.2613386090353,-35.51953381514002,-6.104130811672235,-11.437506822138289,28.147878910459838,-30.535547968070485,-54.414601271932135,24.980229751187156,-48.936615236097225,-21.89962514324571,-59.77709224971886,7.049196668707765,9.807940343570237,-6.106778486565931,-5.255060025056281,14.060683909459954
24.996659597350515,-23.832669960135053,71.38621673531613,21.465007742126943,-27.698338118439178,65.6111733417894,2.3587752203511343,-12.044632680861044,91.50102012512484,-90.0323302081357,57.035839341758276,-22.744955766308436,-40.963791393245515,-2.3972462333480564,8.48597828058601,66.22178304286405,-30.717407234660094,-53.927500564671476,8.783222332479284,-69.036544072357,-72.92589245529257,-19.00215564143352,6.935308022931679,-21.935038500531196,30.245930789240106,-16.89651772206958,-34.1851348350101,20.361665453917734,-59.634880199700106,-100.17652174868802,-76.53082779061485,-7.636810190702349,62.20642715727315,317.87510191286515,-21.447860440483637,-21.057564764277913
2.7192974590414565,-25.544455783335486,19.838240149962488,48.24602952236924,-33.31207334931907,2.6513769299236287,-3.0286078288240645,-18.92772701583982,51.265717238065434,-105.09148750324925,24.133381077011933,-20.212857739158952,-37.81706166911399,10.596491171175815,1.4541315677954005,45.145811199949605,-7.406880868189319,-54.50106811578365,4.371084275524794,-49.45885918982762,-65.45465255676743,-33.90542530811057,-32.849304308329266,-46.61504421122841,52.428249260778486,-68.30035699068993,-76.17761821538369,82.7584200835415,-52.699966951418475,-6.070590453480691,-39.158431494751326,4.139667502374337,62.72691595807276,28.992455590133574,-12.103140710322464,-8.428130398275584
41.074378497656724,-30.61609229805055,-6.374474147244478,17.497803488065443,-31.53555336697087,2.10042025806041,3.3744870182766387,-20.861355861659614,67.73632454723814,-107.39060462546877,26.193348682923006,-33.35715365730445,-65.32003985419273,6.051469493689013,24.18169855279916,64.65881646878881,-2.02946281479646,-43.231755389184094,-3.499542575012584,-64.61548260128723,-48.35235439555749,-37.962572919301515,-32.488643841320965,-13.303590496407166,73.2399726258746,-69.53951400334302,-20.45158373409788,32.55538058841532,-35.871510947919404,-69.8565102211324,-69.58999994507623,9.932678244251377,33.1040091315607,28.115549926424563,-12.301527323794105,-51.14439429311444
9.95803017445624,-16.143554639652677,-2.3641100540177717,41.794004581354585,-25.518105853161924,8.938053075980918,-4.015948504092762,-34.19829641767687,75.73308267529983,-114.61737505005021,59.12599793264178,-75.75971109588232,-34.230263119688885,24.709710133872676,11.597624077542948,65.23506241024086,-1.4274915300238433,-47.44114071004134,-24.99101657020125,-41.39412968495387,-43.88244657913657,-19.229984423987872,-33.9957463196076,-32.296787507841806,23.891155467695484,-112.9932574335792,-69.45778303352296,31.424495602224383,-40.95146469970013,26.239382258685165,-60.5386161123469,20.955899210041167,62.720943377624344,2.142336658085412,-17.046042426487176,-41.25043890789823
-20.44402323659719,-35.3668272026994,-7.958663877499389,48.45334759344531,-10.348292344195244,6.271622056891915,5.557977542489353,9.463618182891764,144.166078632498,-148.39118944860687,42.77343830911016,-57.369218745657435,-41.322362299925146,9.387542670894675,-15.476071925893592,40.57855829898743,10.755140424518716,-56.84394320944773,-37.6705037311298,-42.26696156992011,14.729058980754644,-31.09174099487641,-34.27747514565113,-41.138472028680376,38.89564471210306,-30.57769959341422,-76.0826284971571,21.32413244770052,-39.86007352396289,-58.14490642879916,-44.221891566764555,25.492545587821727,73.04053369285776,24.91290178792792,-4.4238694937203755,-15.367101517558467
23.33377112703059,-28.654107078355537,4.024295795644804,22.15819440789792,-39.638833110753616,1.4694666225317687,-1.034948192514463,-11.858675436390941,28.660801463727736,-75.7967158140155,40.89828422994245,-55.6964483447889,-49.85782642733085,3.887039520026178,70.6862461800172,63.688202251436905,14.16792999853152,-43.493638258997834,4.810216532210631,-53.19283702396289,-54.266337857785686,-37.482487976662185,-33.27865831373412,-10.023775875624892,50.78087089362021,-73.51683364718194,-52.541165647963105,32.81742130726689,-66.21602564690083,-66.54218253749065,-69.96032120632343,0.4313930070294276,40.99249291367772,34.97923766639579,-19.795114740564916,7.127673702761456
15.786188349787494,-26.86055214299553,10.854583807423111,8.566112718039166,-33.55838309032137,-1.1888336390590837,-8.095241460010058,-22.900428920894765,-34.27087492064488,-95.36124697491256,28.06837126184078,-50.053230763434335,-22.63194935662972,-14.352352701980834,15.855839354848712,44.09727533026098,1.2885592144462807,-30.257602452824386,-43.089321360784936,-60.026512184703876,-67.94616721566501,-261.0186619582916,-24.44033833244816,-23.937174133935375,20.710747778305347,-57.49791703620978,-2.025514236503568,102.39344461362775,-54.36201229320798,-10.816716485441248,-57.895456074450195,-11.348207662396987,26.20374625509237,37.071469577199366,-20.49599993448517,-39.45218958307306
43.768065922394214,14.346379057891708,43.05121714330791,25.772218704792493,-41.98497478239822,-7.325352076324776,-5.408058002843049,-25.351652539833808,123.665662449575,-102.7983600894467,31.34576644870023,125.52381203330356,-8.26179156851424,17.201722554048985,32.63927551193444,66.16146729595692,-28.20010858435404,-50.05408166242819,-0.7952352061673764,-22.957011413552976,-42.286746417427025,-100.2988122415959,-28.37225241499016,-14.123550515652312,37.549588579605064,-31.894553367158323,-65.57421664658845,68.39460362125087,-70.97959914899403,-59.17308881467147,-54.186488077168256,5.780062645026134,41.707057655898154,-8.427910376937092,-30.326889054486386,-10.287599107941958
6.428216987003111,-43.58435827552495,49.45885978958384,16.65432949796923,-13.701147586228618,17.90347074931256,-8.209865698762838,-0.13543231251564686,28.677879663334124,-100.16694924553258,51.80041532841783,-21.336490939202722,-50.16765521825805,15.654881193389087,94.90786797828666,42.297582459447604,1.8079038110158479,-86.82458752749321,-53.933866792333276,-34.09292996129105,-34.40925421066628,-161.22016719698206,-34.0577701552738,-17.508434667551857,2.841664501468358,-36.368895315577475,-39.3760064081481,67.07680448503494,-69.65860240658591,-60.44144698712836,-60.45471327949269,6.6604538022368445,49.50250341611462,-0.6872626925769509,-13.745010626843296,9.310622531835522
37.00270558291675,-5.668564900275045,17.74514154883148,-2.2957151633968067,-28.258188442358236,-4.352074406211074,4.2993244971881674,-22.73165016755192,58.958780619282614,-66.5027481819547,12.089266996969457,-39.73055651162209,-38.155738081261006,24.310026165802213,16.60609639218319,1.6460994865656176,-7.046100440077566,-63.288560337915584,-8.933641989815214,-24.199050823231858,-37.6052460035931,18.228886131435875,-10.571155956136211,-20.861560767276956,72.98151849425129,-81.55209068935892,-35.03086584360182,33.50091497372526,-80.18712508650984,-48.848850374406595,-79.9099277004187,-32.71596539802548,39.47825092998619,4.761682526930684,-27.957866318139228,-27.675977075199967
31.96758138071732,-11.091492731067406,34.451561438140416,17.587670943107867,-43.81986760953518,41.46619076243431,-16.952478640714858,-19.986891128374253,66.80312109900638,-74.39984623272312,41.90743941861403,-37.22280313037369,-76.00594774347044,8.785122102193158,33.02288561897021,43.80390865970992,18.716141779930012,-42.531459197513186,-20.752648650618823,-15.782818078886606,7.903920313734035,5.932897284366348,-3.0922237808673003,-38.357806370907355,48.60417407423133,-51.13875033232327,-41.16222155907917,89.03836211353403,-85.97395486822053,-96.45115484744451,-80.52001529452022,-40.69711419926276,59.89180134847521,12.694853698231611,-29.79482397581855,-36.380395789490365
6.607778500437291,-26.936617200512416,17.322732904617524,50.8782686382153,-59.42375866099115,-1.734406904492715,-21.319717777493125,-35.93265710022505,57.63595462984247,-54.29922342811216,14.769503027743056,-41.5391822070733,-63.36857771907029,-6.954842505061237,15.110222532523009,36.736068382216786,-34.27725454758197,-30.89409362206331,3.5114557158520943,-44.71307698794061,-29.22777463593496,6.015237720975931,18.695614911272003,-17.325206487346975,-4.804013032492036,-57.70820585581733,-55.54675245766704,77.79329366014737,-88.02473297953651,-111.0810064098664,-63.88097357279437,-37.54489862306309,43.52538661528354,17.8606873845288,-32.57100470866655,-31.638272546707306
16.060795707323077,-26.5586812088854,17.142805269370086,14.482325070732173,-9.283439945170073,37.70948728042981,5.580257058422829,-7.807612737940617,65.69718073228556,-99.90202178786569,37.99098942704944,-50.97388377546244,-44.94324326796445,17.741618117845462,43.42716249728181,81.05273319401375,-26.61763073815931,-10.18014394063988,11.471492630717192,-17.432720333448064,-6.960758644589077,-31.854538610909827,-3.1937715090916186,-54.25878350956024,10.213577907179316,-19.642647949387626,-82.64021551671476,-3.523384104973814,-72.85471810469261,-44.793515765964976,-87.40650352280682,-18.486820962384545,24.62288143595339,-3.949270658741653,-45.644902809891235,8.60160386728302
26.505611596975687,-32.667539580042586,25.384389281960708,19.342655150149824,-49.32116500571738,55.522014910553516,12.469829598444118,-45.26694142208208,64.98137516608338,-112.98087835344315,11.857395935828507,-31.227054565639953,-57.65846710472381,-0.1526907319421298,43.15015720535489,31.090897676861687,-33.89611011703327,-51.57352163209213,14.733243905679613,1.5454959478254295,-10.35095834410157,-3.3862387195701444,13.193904377061898,-24.562415468945403,14.683612960978335,-26.89106693807798,-78.89109933807191,9.060649024962458,-69.44775285184966,-68.29140892895543,-99.2013090379905,-36.72607009441402,79.51711336768909,40.7979093962133,-33.41717142117592,-21.19525002168217
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
