A15,B06,C13,C20,D16,G12,I04,I07,I13,I17,J21,J24,K03,N03,N06,O02,O08,P20
17.197449942420626,-30.218047724443934,-32.98010107285687,8.912358007216941,-20.992882011153526,-28.21673431773307,-2.1017610625469847,-8.784111347194466,-49.78331519776308,-12.95463533147965,8.928203585884765,-114.30302686384664,4.562496451449604,-5.6346460218695995,-52.66302235513004,-35.95451675078124,-16.265270952324443,-14.694867542052016
-0.5903114151149855,-18.31725575865417,-43.52875383991508,19.35491304917519,-16.414954732629354,-34.82774533679084,0.6086807097600226,3.3644977413146218,-40.214027884747665,-2.7516970729817984,11.073654447606827,-117.8531683449137,-0.5330466985129192,-15.166644494532678,-10.667231649900174,-14.692318299831411,-1.3848598231692648,-21.48748693179829
11.828173192233168,-19.796624787147024,-50.85190618985884,38.47714756876402,-5.018902920613655,-57.32880874384532,0.7580631345288396,-1.020093560984762,-25.631705955354988,-4.3955616899213235,0.8095195909459962,-135.65207603042992,-4.546686753874056,-7.829888903336665,-36.07996646957014,-19.51015928727213,1.9630683502561512,-10.569787787959271
13.26295434669455,-26.48745203611604,-50.65330876240319,14.822571621782032,0.21600873525363798,-52.49838175468637,-19.41801817155087,0.761084625374906,-5.068924315015039,9.812458788865243,10.274444162303153,-147.39600207716842,-3.709328441233467,14.533971303892683,-32.67359562915533,-30.424149484878914,2.8530024855973153,-16.208672901430887
2.7523575650774603,-31.14928847266315,-29.844608380811113,9.993238297987979,-9.453471153586621,-56.13780862081358,-3.223635959916379,-7.794347555017524,3.2112522092601594,-2.8621642143214956,-6.1805119837228295,-145.08127559610094,-5.021581210259952,-0.5783770000313098,-51.44767906195332,-54.070984500437504,-9.266734164115277,-19.46823894751313
8.380180421019729,-46.74132575428018,-28.602156473787833,-4.840130010341174,-11.758919912646858,-59.402427384278965,-17.723318884872583,-5.748411922019585,1.4397072872094157,19.277484921675725,4.680551766870764,-97.74873727349419,-0.6310229872844458,-4.255550725381199,-48.04104780936017,-28.454724223756845,-5.806518299550177,-12.165354544738824
21.020516060359874,-7.746103451106023,-21.615666813546675,3.5492116446513298,-14.554359440546172,-62.954133822981795,-11.604504994407733,-6.114189445263719,2.7885262967382967,34.277325255154835,-6.150797605536148,-114.87434492320682,10.25498488962134,5.7629298589414475,-24.97317218914034,-17.537802117564524,3.478168418332857,-16.428562507966774
17.93350905776677,-1.776636319451455,-16.321461460666093,13.306284276055973,1.8128136431829205,-45.96956572516249,-22.03843798750316,-2.5291129697263415,3.0457104711634457,45.45003359419507,-14.072146603474168,-124.29136833966514,0.7875452333166635,6.19451958985249,-37.83272005092483,-15.093823075262492,1.33304427799294,-25.939888884497645
13.19800074678204,-13.252228407491929,7.695680112628069,8.536068038677822,4.5525992143838465,-64.49070515155589,-20.19739146072863,13.201511213602851,-1.1262296680829917,54.3189625826667,-21.5595862033242,-131.76072034647606,1.1387326737377845,-16.03992523553495,-61.614357912365755,-3.2918865399275887,-3.1423279714134225,-8.305512080261202
18.332099147744284,2.9419272200074427,-5.099316729348942,12.113634143901505,-5.906288087853071,-47.596782338352966,-3.5461754977193607,4.347825862159418,-2.8958866198450504,51.397739586290754,-26.51034481820178,-131.63678998078618,6.014764898619049,-25.768281988378018,-51.60167616998877,34.94276469320158,-21.85242765408651,-6.555806658429207
11.931717223444121,14.651341422519323,-12.975803850599855,10.697801716883262,-6.824569450012546,-34.68039666505257,3.9393352478441566,12.324946463477863,17.876059361940733,44.61371481001594,-28.52386481773314,-125.08562734794434,-4.151049910772343,-17.610237313202983,-29.781627352411988,26.877114536896947,0.5796664481378997,-18.533834990971027
18.96577077668081,-17.624944073637877,-5.174279731942036,7.208106654805029,9.858987758404098,-49.7664990714197,-28.119448215071348,5.711543365252396,10.8240173335416,38.827154992657995,-9.744611835353698,-124.6311030132155,-11.838253779523898,-27.889903722444444,-43.30334330873541,24.00056251302786,3.3028733224505804,-11.867040880373684
20.507603104505087,3.9686915785115677,7.307204865877253,5.169414583791539,4.082813423612841,-33.44854827380663,-5.510428560391262,13.320995185422355,-6.9317419409522705,17.375652130842127,-54.047894069357675,-103.40113467042625,-0.6228237980817397,13.28116003705307,-54.67303446735202,-13.06754787921787,-5.808995424112794,-6.212396897900553
9.451978084947491,8.19811854998747,-4.6768146979192835,5.2500856194076375,1.0204909204573556,-29.27268622663087,-23.240335525931048,-4.278029246532135,5.014181103567842,27.216379680954592,-21.042849678455482,-101.20681306570239,-6.4587252605286665,-16.034399302674387,-43.161879445888616,6.606091329573758,8.827640906710743,-6.28654700193703
11.78805747413145,2.1719303874655504,-0.9798693200450187,20.516137436172187,7.52493182576228,-28.06646173234823,-2.3073411831104518,36.65710195713568,5.776716089665072,13.737439834541306,-22.45417338993377,-77.92689357057623,-13.941064442045786,-31.682983784116523,-15.280214959447703,6.921926536990611,-3.2224769652275143,-13.961132645338678
10.213897231848279,-0.1175371738940782,-4.825211251062242,4.595816181173439,-14.276963768557875,-38.56340476449643,-18.217583407585693,30.40017378027365,8.221911858222901,-8.885902542302006,-18.37590303864664,-91.58076837546874,-13.499416537865557,-7.044964948263044,-29.324550740252477,-4.387746441920825,-13.571694236097219,-14.727864679830054
6.866982183672813,-18.457168998250463,-19.394887335572374,17.84003839362032,-1.449379650149993,-41.54345904580109,-28.125616505592436,13.161779411865759,2.755247771494595,8.763963248125293,-36.56202647813052,-84.09274077224447,-20.579848658866624,-13.901912945982245,-60.14225452177587,53.72016695088706,4.50518018770299,-31.75078233191702
18.103846840821003,-7.226266365439983,-8.54783116158462,16.620710932141943,2.927412552955481,-38.11516360238068,-20.985797576512226,7.7705961019744905,6.4637109382654145,10.907846105411009,-27.633480159491427,-100.32724539052742,-23.68715395691704,-8.299046060703631,-47.577046525087624,-12.14674796279061,-25.62947904155224,-21.860488139933775
19.90514613156082,-1.981072113971564,-6.842087291958263,11.391399983379145,-6.375553718164234,-33.98405497303802,-7.83029402539998,20.72220415474255,2.267831187515604,0.47651007270053475,-30.02646434000883,-45.829036724319025,-22.646903031367216,-6.128585232129609,-56.089123116470915,23.656243355692254,-6.122272890246251,-22.45600391155337
20.50914104092725,-31.945077783772827,-5.311681732191963,12.485879968351647,-14.290959400743574,-12.882270080667366,-32.727557882873135,17.007631836103435,7.365604622688054,21.717228757435635,-46.04405421116607,-85.3504056955137,-19.65736536209704,16.98219857010741,-66.1680141038803,23.579877882279305,-15.501340423831632,-18.4970776537116
14.974570139808788,4.201334829886221,-1.7352824159272942,2.1605642702136865,-12.121977823481643,-15.120203251124764,-18.322281099881394,14.571142307454366,4.4260400887278015,10.827952299987404,-33.91930474978136,-66.86690019198332,-9.721024844726402,-16.060071029898804,0.519793630967186,36.057757640402265,2.4604001068481693,-13.060565969851304
21.425346196200927,-7.555472486565904,-7.660982360597352,17.07229021213445,4.028995096288426,-9.614014885841089,-17.143039345913564,14.366318168364124,13.413106052299398,26.473228540083657,-29.292384469070296,-47.00858864930643,-18.63551845976015,8.879887029742491,8.966201446263419,33.97042837603087,-11.435051415177497,-17.707466523650368
16.06126821079104,-3.18077073815924,-4.26477387409399,-8.188851529367662,-4.061652418145471,-9.599069120407435,-28.750449795395017,14.74608689187076,20.428160525181184,18.144098423487865,-31.028724289302772,-33.66173840561734,-26.06991727936773,-7.538183425799871,-0.5878867465008923,47.69181643001739,-14.921860828480419,-18.858669432298186
