,gleak (nS),Eleak (mV),cap (pF),rseries (MOhms),rseal (GOhms)
0,1.6220388485808224,-12.180605920562247,19.917650000000002,14.815669999999999,0.6472095
1,1.209994265589852,8.383697482822562,20.08521,14.1298,0.698396
2,1.3083707154890958,-3.237384948105137,20.61427,13.855459999999999,0.7494669
3,1.3586682282749611,-2.453792928409646,19.898889999999998,13.03242,0.7193982000000001
4,1.252418630729035,7.0825927821090255,19.901680000000002,12.895249999999999,0.7153742000000001
5,1.4714087331448376,-7.280610414868717,20.08659,12.826659999999999,0.68654
6,1.3208239199536043,4.550030843654191,19.80576,12.55232,0.695103
7,1.445688313316201,-8.032032373734173,19.21864,12.41514,0.7052924
8,1.3564230602896137,-2.651953048742628,19.051209999999998,12.20938,0.7122755000000001
9,1.3353369742056658,1.5325456960615502,19.018839999999997,12.27797,0.6795868
10,1.3290557230692313,1.4758172037138655,18.83479,12.140799999999999,0.7015064000000001
11,2.0592699071325904,-31.86137626473113,18.97317,12.07221,0.6772645
12,1.315778189230035,-2.0150637483017992,18.91672,12.41514,0.7169853
13,1.3294282284428884,-1.5799425746514777,18.95544,12.41514,0.6816766000000001
14,1.3754428084228936,-6.498309505307199,18.64554,12.20938,0.7282031
15,1.3203594019893454,-4.7499355459147345,18.81808,12.48373,0.7246940000000001
16,1.2616275204089595,-1.1647388779656913,18.70024,12.140799999999999,0.7353244000000001
17,1.3608645539513546,0.8735870411256076,18.776989999999998,12.140799999999999,0.6712641
18,1.2486827757084156,5.8664636197683455,18.104059999999997,12.07221,0.7348909
19,1.4554136995126208,-12.30129327167111,18.54646,12.27797,0.7417395
20,1.2336259432095091,3.5278719859671046,18.45198,12.41514,0.7609002
21,1.7089264929080223,-24.26446715790139,18.1112,12.20938,0.7427152
22,1.2790580850529545,1.3560032376644637,18.292669999999998,12.34656,0.7282209000000001
23,1.6864375988502864,-22.360440318774863,18.05023,12.34656,0.7141451000000001
24,1.8378587323130142,-30.210164652142208,18.10737,12.48373,0.7293389
25,,,17.969710000000003,12.34656,0.7226117000000001
26,1.443721724498562,-4.639335430224118,17.98358,12.34656,0.6878497
27,1.7291818569381077,-20.98066245953085,17.73931,12.34656,0.6890375000000001
28,1.8851200699825035,-23.73986940714908,17.41346,12.140799999999999,0.6507418
29,1.9230861751007553,-17.7682060756785,17.83019,12.07221,0.6014382
30,2.181233858144838,-25.901690704138893,17.81827,12.00362,0.5909865000000001
31,1.9810425209010243,-14.352264716041926,17.59346,11.79786,0.5474812
32,1.8715994625679508,-2.722413079813506,16.61259,11.38635,0.5076669
33,,,18.03683,11.52352,0.45089070000000003
34,1.7273667117322224,19.245158543383052,17.03157,11.79786,0.46763800000000005
