,gleak (nS),Eleak (mV),cap (pF),rseries (MOhms),rseal (GOhms)
0,1.9229173471905443,-0.9155426573007778,13.26334,7.614091999999999,0.46497160000000004
1,2.1149884192506554,10.240004129954116,13.54484,7.202573999999999,0.3638891
2,3.6245443496860137,6.028071538025828,12.403440000000002,5.5565,0.1696617
3,1.147764323098912,-25.826639673075366,13.37091,8.368542999999999,1.18209
4,0.9960134706284363,-22.616528651107835,13.45014,8.43713,1.26509
5,1.077524033796238,-43.533872603791316,12.805430000000001,8.642889,1.624611
6,0.9822996228013302,-36.3900934008278,13.22404,9.054407,1.6013140000000001
7,1.310690475752155,-52.33291154333113,13.61615,9.122994,1.6149680000000002
8,1.1857044121000992,-50.152064672750946,12.48537,8.848647999999999,1.6849820000000002
9,1.0522961235823847,-42.11195129343135,12.35252,8.574302,1.6415430000000002
10,1.0145746190327414,-36.11281288934228,13.468720000000001,8.917235,1.626554
11,1.3284225407241936,-53.73758314609726,12.600109999999999,8.848647999999999,1.591437
12,0.82101448701887,-24.163081728308807,12.45244,9.122994,1.447565
13,0.5951029384880339,10.711548767411527,11.8117,8.711475,1.4276090000000001
14,0.6596389057305984,3.5839457519555293,12.7945,9.054407,1.409389
15,0.6300395564663521,12.632006666591625,12.54147,9.465926,1.3581560000000001
16,0.7229941014004309,-5.566153012659151,12.99127,9.054407,1.30072
17,0.8704658827636836,-12.469855536394345,12.31203,9.122994,1.290456
18,1.1656164172433452,-36.934292024749446,12.08384,9.260167,1.2730540000000001
19,1.27790515903446,-38.703075451196405,12.28175,9.054407,1.2067320000000001
20,0.9834737672964565,-18.043329816119456,12.033069999999999,9.328752999999999,1.1963130000000002
21,1.1602381436359657,-29.693525960261724,11.92019,9.671685,1.133211
22,1.0645680832174762,-16.272076138392677,12.04648,9.328752999999999,1.016299
23,1.07068705066702,-16.011032596957634,12.068999999999999,9.534512,1.0559830000000001
24,1.1311402070380836,-22.44141718596522,11.9938,9.877443999999999,1.013546
25,,,11.64738,9.877443999999999,0.9971667000000001
26,1.4052104644893453,-27.516634008944273,11.69216,10.35755,0.9120182000000001
27,1.384907647435797,-27.570510318156806,11.83239,10.56331,0.8911078
28,1.6561859749281427,-32.48018139681492,12.43125,11.180589999999999,0.9072292000000001
29,1.4880194975748247,-25.9152918094359,12.42914,10.6319,0.8378679
30,1.1533484413740316,3.935753874772531,10.47728,10.220379999999999,0.7846403000000001
31,1.318772103763121,-6.658550227372599,10.51682,10.6319,0.7795308000000001
32,1.3837906052549354,-9.87565307541283,9.014792,9.877443999999999,0.7194501000000001
33,,,9.098989,9.328752999999999,0.6005692
34,1.595951466203761,5.754026804243945,8.024757,8.917235,0.5681430000000001
