;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);371.000E-3;40.373E+0;80.373E+0;120.375E+0;160.374E+0;200.376E+0;240.377E+0;280.378E+0;320.378E+0;360.379E+0;400.380E+0;440.380E+0;480.381E+0;520.382E+0;560.383E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-254.955E-12;-140.068E-12;-122.756E-12;-141.642E-12;-151.085E-12;-154.232E-12;-184.134E-12;-100.723E-12;-118.035E-12;-171.544E-12;-201.446E-12;-204.594E-12;-240.791E-12;-251.808E-12;-243.939E-12
2;100;-251.808E-12;-146.363E-12;-127.478E-12;-141.642E-12;-144.790E-12;-169.970E-12;-184.134E-12;-116.461E-12;-119.609E-12;-177.839E-12;-196.725E-12;-210.889E-12;-240.791E-12;-236.070E-12;-236.070E-12
3;200;-251.808E-12;-149.511E-12;-136.921E-12;-133.773E-12;-143.216E-12;-173.118E-12;-184.134E-12;-114.887E-12;-118.035E-12;-166.823E-12;-201.446E-12;-203.020E-12;-234.496E-12;-245.513E-12;-245.513E-12
4;300;-256.529E-12;-152.659E-12;-135.347E-12;-133.773E-12;-147.937E-12;-165.249E-12;-182.561E-12;-114.887E-12;-119.609E-12;-179.413E-12;-201.446E-12;-210.889E-12;-242.365E-12;-250.234E-12;-237.644E-12
5;400;-258.103E-12;-158.954E-12;-129.052E-12;-140.068E-12;-133.773E-12;-168.396E-12;-187.282E-12;-114.887E-12;-129.052E-12;-174.692E-12;-199.872E-12;-215.610E-12;-250.234E-12;-245.513E-12;-248.660E-12
6;500;-253.382E-12;-146.363E-12;-146.363E-12;-127.478E-12;-135.347E-12;-176.265E-12;-188.856E-12;-125.904E-12;-129.052E-12;-176.265E-12;-201.446E-12;-228.201E-12;-240.791E-12;-245.513E-12;-251.808E-12
7;600;-258.103E-12;-144.790E-12;-129.052E-12;-138.494E-12;-147.937E-12;-174.692E-12;-190.430E-12;-113.314E-12;-118.035E-12;-174.692E-12;-201.446E-12;-217.184E-12;-232.922E-12;-251.808E-12;-251.808E-12
8;700;-254.955E-12;-154.232E-12;-140.068E-12;-135.347E-12;-151.085E-12;-162.101E-12;-187.282E-12;-129.052E-12;-121.183E-12;-176.265E-12;-190.430E-12;-217.184E-12;-237.644E-12;-250.234E-12;-236.070E-12
9;800;-250.234E-12;-154.232E-12;-132.199E-12;-132.199E-12;-147.937E-12;-157.380E-12;-185.708E-12;-114.887E-12;-114.887E-12;-174.692E-12;-203.020E-12;-195.151E-12;-232.922E-12;-248.660E-12;-240.791E-12
10;900;-251.808E-12;-154.232E-12;-130.625E-12;-136.921E-12;-152.659E-12;-169.970E-12;-193.577E-12;-114.887E-12;-121.183E-12;-180.987E-12;-198.299E-12;-199.872E-12;-242.365E-12;-242.365E-12;-251.808E-12
11;1000;-256.529E-12;-146.363E-12;-124.330E-12;-136.921E-12;-154.232E-12;-173.118E-12;-195.151E-12;-116.461E-12;-119.609E-12;-195.151E-12;-203.020E-12;-204.594E-12;-231.348E-12;-247.086E-12;-236.070E-12
12;1100;-250.234E-12;-140.068E-12;-130.625E-12;-136.921E-12;-154.232E-12;-173.118E-12;-199.872E-12;-118.035E-12;-124.330E-12;-177.839E-12;-203.020E-12;-206.168E-12;-237.644E-12;-253.382E-12;-239.217E-12
13;1200;-253.382E-12;-136.921E-12;-135.347E-12;-132.199E-12;-147.937E-12;-171.544E-12;-188.856E-12;-110.166E-12;-116.461E-12;-179.413E-12;-198.299E-12;-209.315E-12;-231.348E-12;-248.660E-12;-240.791E-12
14;1300;-245.513E-12;-151.085E-12;-136.921E-12;-138.494E-12;-152.659E-12;-158.954E-12;-192.003E-12;-122.756E-12;-121.183E-12;-179.413E-12;-198.299E-12;-206.168E-12;-240.791E-12;-242.365E-12;-251.808E-12
15;1400;-248.660E-12;-154.232E-12;-140.068E-12;-143.216E-12;-157.380E-12;-163.675E-12;-198.299E-12;-116.461E-12;-130.625E-12;-177.839E-12;-210.889E-12;-210.889E-12;-240.791E-12;-245.513E-12;-237.644E-12
16;1500;-251.808E-12;-149.511E-12;-133.773E-12;-141.642E-12;-152.659E-12;-163.675E-12;-187.282E-12;-127.478E-12;-130.625E-12;-185.708E-12;-206.168E-12;-220.332E-12;-240.791E-12;-248.660E-12;-245.513E-12
17;1600;-248.660E-12;-157.380E-12;-130.625E-12;-140.068E-12;-141.642E-12;-155.806E-12;-196.725E-12;-111.740E-12;-127.478E-12;-179.413E-12;-198.299E-12;-221.906E-12;-247.086E-12;-247.086E-12;-242.365E-12
18;1700;-256.529E-12;-157.380E-12;-141.642E-12;-144.790E-12;-146.363E-12;-174.692E-12;-187.282E-12;-105.445E-12;-116.461E-12;-180.987E-12;-196.725E-12;-215.610E-12;-240.791E-12;-247.086E-12;-242.365E-12
19;1800;-248.660E-12;-144.790E-12;-138.494E-12;-140.068E-12;-143.216E-12;-166.823E-12;-193.577E-12;-118.035E-12;-129.052E-12;-177.839E-12;-198.299E-12;-210.889E-12;-234.496E-12;-247.086E-12;-237.644E-12
20;1900;-242.365E-12;-144.790E-12;-129.052E-12;-140.068E-12;-146.363E-12;-182.561E-12;-201.446E-12;-118.035E-12;-113.314E-12;-177.839E-12;-204.594E-12;-214.037E-12;-245.513E-12;-256.529E-12;-234.496E-12
21;2000;-248.660E-12;-143.216E-12;-127.478E-12;-136.921E-12;-152.659E-12;-176.265E-12;-199.872E-12;-116.461E-12;-127.478E-12;-179.413E-12;-198.299E-12;-206.168E-12;-237.644E-12;-247.086E-12;-237.644E-12
