;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);371.000E-3;40.373E+0;80.373E+0;120.375E+0;160.374E+0;200.376E+0;240.377E+0;280.378E+0;320.378E+0;360.379E+0;400.380E+0;440.380E+0;480.381E+0;520.382E+0;560.383E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-11.017E-12;-31.476E-12;-34.624E-12;-40.919E-12;-55.083E-12;-50.362E-12;-69.247E-12;-92.854E-12;-121.183E-12;-187.282E-12;-214.037E-12;-209.315E-12;-217.184E-12;-239.217E-12;-251.808E-12
2;100;-7.869E-12;-39.345E-12;-34.624E-12;-40.919E-12;-53.509E-12;-39.345E-12;-59.804E-12;-96.002E-12;-121.183E-12;-185.708E-12;-199.872E-12;-207.741E-12;-225.053E-12;-240.791E-12;-256.529E-12
3;200;-22.033E-12;-33.050E-12;-34.624E-12;-51.935E-12;-48.788E-12;-47.214E-12;-56.657E-12;-91.280E-12;-121.183E-12;-179.413E-12;-207.741E-12;-210.889E-12;-225.053E-12;-243.939E-12;-256.529E-12
4;300;-26.755E-12;-31.476E-12;-39.345E-12;-44.066E-12;-47.214E-12;-48.788E-12;-69.247E-12;-86.559E-12;-114.887E-12;-174.692E-12;-210.889E-12;-201.446E-12;-220.332E-12;-239.217E-12;-256.529E-12
5;400;-17.312E-12;-36.197E-12;-47.214E-12;-34.624E-12;-48.788E-12;-51.935E-12;-69.247E-12;-94.428E-12;-118.035E-12;-168.396E-12;-204.594E-12;-206.168E-12;-214.037E-12;-242.365E-12;-261.251E-12
6;500;-12.590E-12;-34.624E-12;-40.919E-12;-47.214E-12;-45.640E-12;-58.231E-12;-75.542E-12;-92.854E-12;-116.461E-12;-179.413E-12;-199.872E-12;-207.741E-12;-212.463E-12;-248.660E-12;-265.972E-12
7;600;-12.590E-12;-29.902E-12;-40.919E-12;-47.214E-12;-47.214E-12;-56.657E-12;-72.395E-12;-96.002E-12;-119.609E-12;-173.118E-12;-201.446E-12;-203.020E-12;-217.184E-12;-253.382E-12;-259.677E-12
8;700;-9.443E-12;-29.902E-12;-37.771E-12;-47.214E-12;-39.345E-12;-50.362E-12;-66.100E-12;-91.280E-12;-119.609E-12;-184.134E-12;-203.020E-12;-206.168E-12;-221.906E-12;-240.791E-12;-248.660E-12
9;800;-28.328E-12;-34.624E-12;-29.902E-12;-51.935E-12;-37.771E-12;-50.362E-12;-67.673E-12;-88.133E-12;-114.887E-12;-176.265E-12;-207.741E-12;-207.741E-12;-215.610E-12;-242.365E-12;-254.955E-12
10;900;-17.312E-12;-37.771E-12;-31.476E-12;-47.214E-12;-48.788E-12;-48.788E-12;-67.673E-12;-88.133E-12;-118.035E-12;-184.134E-12;-212.463E-12;-217.184E-12;-218.758E-12;-240.791E-12;-258.103E-12
11;1000;-18.886E-12;-28.328E-12;-45.640E-12;-42.493E-12;-47.214E-12;-47.214E-12;-56.657E-12;-94.428E-12;-121.183E-12;-187.282E-12;-210.889E-12;-215.610E-12;-215.610E-12;-247.086E-12;-256.529E-12
12;1100;-17.312E-12;-31.476E-12;-40.919E-12;-36.197E-12;-56.657E-12;-47.214E-12;-67.673E-12;-86.559E-12;-114.887E-12;-185.708E-12;-210.889E-12;-204.594E-12;-210.889E-12;-231.348E-12;-256.529E-12
13;1200;-12.590E-12;-31.476E-12;-36.197E-12;-37.771E-12;-51.935E-12;-48.788E-12;-64.526E-12;-91.280E-12;-119.609E-12;-176.265E-12;-215.610E-12;-196.725E-12;-215.610E-12;-239.217E-12;-259.677E-12
14;1300;-17.312E-12;-28.328E-12;-42.493E-12;-44.066E-12;-37.771E-12;-55.083E-12;-70.821E-12;-86.559E-12;-118.035E-12;-173.118E-12;-204.594E-12;-212.463E-12;-228.201E-12;-243.939E-12;-262.824E-12
15;1400;-14.164E-12;-26.755E-12;-48.788E-12;-40.919E-12;-34.624E-12;-53.509E-12;-67.673E-12;-86.559E-12;-118.035E-12;-165.249E-12;-212.463E-12;-223.479E-12;-220.332E-12;-242.365E-12;-262.824E-12
16;1500;-14.164E-12;-23.607E-12;-47.214E-12;-48.788E-12;-37.771E-12;-53.509E-12;-69.247E-12;-99.149E-12;-119.609E-12;-162.101E-12;-201.446E-12;-220.332E-12;-221.906E-12;-237.644E-12;-264.398E-12
17;1600;-12.590E-12;-33.050E-12;-44.066E-12;-47.214E-12;-44.066E-12;-61.378E-12;-73.969E-12;-94.428E-12;-119.609E-12;-179.413E-12;-212.463E-12;-220.332E-12;-223.479E-12;-234.496E-12;-243.939E-12
18;1700;-4.721E-12;-20.459E-12;-31.476E-12;-61.378E-12;-45.640E-12;-58.231E-12;-73.969E-12;-88.133E-12;-113.314E-12;-173.118E-12;-203.020E-12;-217.184E-12;-214.037E-12;-239.217E-12;-256.529E-12
19;1800;-11.017E-12;-23.607E-12;-28.328E-12;-40.919E-12;-42.493E-12;-56.657E-12;-81.838E-12;-92.854E-12;-116.461E-12;-179.413E-12;-209.315E-12;-221.906E-12;-210.889E-12;-242.365E-12;-261.251E-12
20;1900;-11.017E-12;-36.197E-12;-44.066E-12;-40.919E-12;-55.083E-12;-56.657E-12;-69.247E-12;-100.723E-12;-118.035E-12;-184.134E-12;-201.446E-12;-214.037E-12;-212.463E-12;-254.955E-12;-262.824E-12
21;2000;-18.886E-12;-26.755E-12;-37.771E-12;-40.919E-12;-51.935E-12;-61.378E-12;-77.116E-12;-105.445E-12;-119.609E-12;-185.708E-12;-203.020E-12;-199.872E-12;-210.889E-12;-240.791E-12;-265.972E-12
