;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);371.000E-3;40.373E+0;80.373E+0;120.375E+0;160.374E+0;200.376E+0;240.377E+0;280.378E+0;320.378E+0;360.379E+0;400.380E+0;440.380E+0;480.381E+0;520.382E+0;560.383E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-4.721E-12;-6.295E-12;-11.017E-12;-28.328E-12;-15.738E-12;-29.902E-12;-25.181E-12;-39.345E-12;-33.050E-12;-111.740E-12;-379.286E-12;-294.300E-12;-132.199E-12;-237.644E-12;-196.725E-12
2;100;0.000E+0;6.295E-12;-25.181E-12;-22.033E-12;-18.886E-12;-18.886E-12;-22.033E-12;-34.624E-12;-31.476E-12;-121.183E-12;-379.286E-12;-278.562E-12;-132.199E-12;-226.627E-12;-203.020E-12
3;200;-11.017E-12;-1.574E-12;-18.886E-12;-18.886E-12;-22.033E-12;-25.181E-12;-25.181E-12;-47.214E-12;-34.624E-12;-122.756E-12;-382.433E-12;-284.858E-12;-122.756E-12;-232.922E-12;-185.708E-12
4;300;-11.017E-12;-6.295E-12;-11.017E-12;-17.312E-12;-25.181E-12;-20.459E-12;-31.476E-12;-37.771E-12;-40.919E-12;-121.183E-12;-385.581E-12;-299.022E-12;-129.052E-12;-237.644E-12;-192.003E-12
5;400;-3.148E-12;1.574E-12;-9.443E-12;-6.295E-12;-12.590E-12;-23.607E-12;-26.755E-12;-37.771E-12;-36.197E-12;-132.199E-12;-384.007E-12;-288.005E-12;-121.183E-12;-239.217E-12;-199.872E-12
6;500;-4.721E-12;-14.164E-12;-23.607E-12;-22.033E-12;-12.590E-12;-25.181E-12;-18.886E-12;-44.066E-12;-37.771E-12;-127.478E-12;-371.417E-12;-288.005E-12;-121.183E-12;-242.365E-12;-199.872E-12
7;600;-11.017E-12;-4.721E-12;-14.164E-12;-18.886E-12;-22.033E-12;-26.755E-12;-9.443E-12;-37.771E-12;-44.066E-12;-114.887E-12;-376.138E-12;-283.284E-12;-124.330E-12;-247.086E-12;-198.299E-12
8;700;-11.017E-12;0.000E+0;-11.017E-12;-15.738E-12;-11.017E-12;-23.607E-12;-33.050E-12;-31.476E-12;-37.771E-12;-124.330E-12;-366.695E-12;-297.448E-12;-129.052E-12;-251.808E-12;-199.872E-12
9;800;-1.574E-12;-3.148E-12;-18.886E-12;-15.738E-12;-15.738E-12;-20.459E-12;-23.607E-12;-42.493E-12;-44.066E-12;-129.052E-12;-369.843E-12;-294.300E-12;-121.183E-12;-237.644E-12;-188.856E-12
10;900;0.000E+0;-1.574E-12;-22.033E-12;-29.902E-12;-18.886E-12;-25.181E-12;-26.755E-12;-45.640E-12;-40.919E-12;-138.494E-12;-384.007E-12;-284.858E-12;-113.314E-12;-239.217E-12;-203.020E-12
11;1000;0.000E+0;1.574E-12;-15.738E-12;-15.738E-12;-22.033E-12;-23.607E-12;-31.476E-12;-39.345E-12;-45.640E-12;-122.756E-12;-385.581E-12;-295.874E-12;-125.904E-12;-243.939E-12;-203.020E-12
12;1100;-4.721E-12;-1.574E-12;-15.738E-12;-17.312E-12;-18.886E-12;-26.755E-12;-18.886E-12;-39.345E-12;-34.624E-12;-133.773E-12;-388.728E-12;-289.579E-12;-111.740E-12;-240.791E-12;-209.315E-12
13;1200;0.000E+0;-3.148E-12;-15.738E-12;-22.033E-12;-17.312E-12;-26.755E-12;-20.459E-12;-42.493E-12;-40.919E-12;-135.347E-12;-374.564E-12;-281.710E-12;-124.330E-12;-236.070E-12;-199.872E-12
14;1300;3.148E-12;-12.590E-12;-15.738E-12;-20.459E-12;-18.886E-12;-23.607E-12;-36.197E-12;-44.066E-12;-42.493E-12;-127.478E-12;-387.155E-12;-275.415E-12;-124.330E-12;-237.644E-12;-193.577E-12
15;1400;-1.574E-12;-1.574E-12;-33.050E-12;-23.607E-12;-14.164E-12;-20.459E-12;-22.033E-12;-31.476E-12;-33.050E-12;-121.183E-12;-385.581E-12;-276.989E-12;-119.609E-12;-236.070E-12;-192.003E-12
16;1500;0.000E+0;-3.148E-12;-23.607E-12;-18.886E-12;-25.181E-12;-25.181E-12;-26.755E-12;-39.345E-12;-34.624E-12;-127.478E-12;-372.990E-12;-288.005E-12;-111.740E-12;-245.513E-12;-192.003E-12
17;1600;-4.721E-12;-4.721E-12;-11.017E-12;-26.755E-12;-22.033E-12;-15.738E-12;-28.328E-12;-42.493E-12;-34.624E-12;-127.478E-12;-365.121E-12;-286.431E-12;-114.887E-12;-251.808E-12;-196.725E-12
18;1700;-7.869E-12;0.000E+0;-17.312E-12;-26.755E-12;-25.181E-12;-20.459E-12;-28.328E-12;-47.214E-12;-37.771E-12;-129.052E-12;-371.417E-12;-284.858E-12;-121.183E-12;-258.103E-12;-193.577E-12
19;1800;-4.721E-12;-4.721E-12;-22.033E-12;-22.033E-12;-15.738E-12;-20.459E-12;-25.181E-12;-48.788E-12;-36.197E-12;-127.478E-12;-382.433E-12;-281.710E-12;-125.904E-12;-239.217E-12;-198.299E-12
20;1900;1.574E-12;-6.295E-12;-17.312E-12;-15.738E-12;-29.902E-12;-28.328E-12;-28.328E-12;-48.788E-12;-44.066E-12;-119.609E-12;-372.990E-12;-289.579E-12;-116.461E-12;-245.513E-12;-204.594E-12
21;2000;4.721E-12;0.000E+0;-12.590E-12;-25.181E-12;-25.181E-12;-18.886E-12;-15.738E-12;-42.493E-12;-33.050E-12;-124.330E-12;-382.433E-12;-286.431E-12;-111.740E-12;-239.217E-12;-187.282E-12
