;Sweep Count;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
;Sweep Time (s);371.000E-3;40.373E+0;80.373E+0;120.375E+0;160.374E+0;200.376E+0;240.377E+0;280.378E+0;320.378E+0;360.379E+0;400.380E+0;440.380E+0;480.381E+0;520.382E+0;560.383E+0
Sample Point;Sample Time (us);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);Raw Data (A);
1;0;-20.459E-12;-44.066E-12;-45.640E-12;-44.066E-12;-39.345E-12;-25.181E-12;-56.657E-12;-47.214E-12;-53.509E-12;-72.395E-12;-83.411E-12;-100.723E-12;-103.871E-12;-124.330E-12;-91.280E-12
2;100;-18.886E-12;-40.919E-12;-31.476E-12;-51.935E-12;-40.919E-12;-34.624E-12;-50.362E-12;-44.066E-12;-62.952E-12;-69.247E-12;-73.969E-12;-91.280E-12;-100.723E-12;-135.347E-12;-99.149E-12
3;200;-25.181E-12;-50.362E-12;-44.066E-12;-48.788E-12;-33.050E-12;-39.345E-12;-40.919E-12;-36.197E-12;-62.952E-12;-56.657E-12;-83.411E-12;-97.576E-12;-97.576E-12;-124.330E-12;-84.985E-12
4;300;-23.607E-12;-40.919E-12;-47.214E-12;-40.919E-12;-36.197E-12;-50.362E-12;-42.493E-12;-59.804E-12;-69.247E-12;-55.083E-12;-70.821E-12;-97.576E-12;-103.871E-12;-121.183E-12;-88.133E-12
5;400;-20.459E-12;-44.066E-12;-53.509E-12;-37.771E-12;-37.771E-12;-44.066E-12;-55.083E-12;-45.640E-12;-66.100E-12;-64.526E-12;-72.395E-12;-103.871E-12;-105.445E-12;-135.347E-12;-84.985E-12
6;500;-17.312E-12;-44.066E-12;-50.362E-12;-40.919E-12;-47.214E-12;-40.919E-12;-48.788E-12;-47.214E-12;-62.952E-12;-73.969E-12;-83.411E-12;-105.445E-12;-103.871E-12;-136.921E-12;-89.707E-12
7;600;-23.607E-12;-44.066E-12;-42.493E-12;-45.640E-12;-39.345E-12;-45.640E-12;-50.362E-12;-36.197E-12;-66.100E-12;-69.247E-12;-73.969E-12;-100.723E-12;-110.166E-12;-121.183E-12;-86.559E-12
8;700;-29.902E-12;-47.214E-12;-55.083E-12;-39.345E-12;-36.197E-12;-44.066E-12;-44.066E-12;-48.788E-12;-67.673E-12;-64.526E-12;-72.395E-12;-97.576E-12;-110.166E-12;-125.904E-12;-94.428E-12
9;800;-26.755E-12;-51.935E-12;-53.509E-12;-47.214E-12;-31.476E-12;-39.345E-12;-48.788E-12;-50.362E-12;-69.247E-12;-62.952E-12;-78.690E-12;-97.576E-12;-111.740E-12;-116.461E-12;-86.559E-12
10;900;-29.902E-12;-47.214E-12;-40.919E-12;-34.624E-12;-44.066E-12;-34.624E-12;-40.919E-12;-44.066E-12;-67.673E-12;-66.100E-12;-84.985E-12;-86.559E-12;-99.149E-12;-129.052E-12;-89.707E-12
11;1000;-20.459E-12;-58.231E-12;-50.362E-12;-47.214E-12;-47.214E-12;-42.493E-12;-47.214E-12;-45.640E-12;-73.969E-12;-69.247E-12;-84.985E-12;-96.002E-12;-108.592E-12;-132.199E-12;-86.559E-12
12;1100;-22.033E-12;-44.066E-12;-40.919E-12;-45.640E-12;-37.771E-12;-36.197E-12;-47.214E-12;-47.214E-12;-69.247E-12;-67.673E-12;-88.133E-12;-92.854E-12;-103.871E-12;-125.904E-12;-96.002E-12
13;1200;-25.181E-12;-45.640E-12;-50.362E-12;-53.509E-12;-39.345E-12;-40.919E-12;-51.935E-12;-37.771E-12;-61.378E-12;-64.526E-12;-80.264E-12;-102.297E-12;-110.166E-12;-119.609E-12;-96.002E-12
14;1300;-33.050E-12;-40.919E-12;-45.640E-12;-50.362E-12;-39.345E-12;-42.493E-12;-48.788E-12;-45.640E-12;-72.395E-12;-61.378E-12;-75.542E-12;-96.002E-12;-102.297E-12;-125.904E-12;-97.576E-12
15;1400;-26.755E-12;-44.066E-12;-50.362E-12;-36.197E-12;-39.345E-12;-37.771E-12;-44.066E-12;-51.935E-12;-64.526E-12;-66.100E-12;-81.838E-12;-83.411E-12;-103.871E-12;-132.199E-12;-92.854E-12
16;1500;-31.476E-12;-45.640E-12;-44.066E-12;-47.214E-12;-34.624E-12;-34.624E-12;-40.919E-12;-45.640E-12;-66.100E-12;-62.952E-12;-70.821E-12;-91.280E-12;-96.002E-12;-124.330E-12;-81.838E-12
17;1600;-26.755E-12;-48.788E-12;-39.345E-12;-51.935E-12;-37.771E-12;-39.345E-12;-48.788E-12;-56.657E-12;-67.673E-12;-61.378E-12;-73.969E-12;-88.133E-12;-102.297E-12;-133.773E-12;-84.985E-12
18;1700;-18.886E-12;-50.362E-12;-44.066E-12;-56.657E-12;-34.624E-12;-36.197E-12;-58.231E-12;-51.935E-12;-69.247E-12;-51.935E-12;-75.542E-12;-86.559E-12;-96.002E-12;-124.330E-12;-84.985E-12
19;1800;-23.607E-12;-51.935E-12;-47.214E-12;-45.640E-12;-40.919E-12;-47.214E-12;-51.935E-12;-51.935E-12;-70.821E-12;-75.542E-12;-62.952E-12;-83.411E-12;-102.297E-12;-129.052E-12;-78.690E-12
20;1900;-26.755E-12;-40.919E-12;-45.640E-12;-50.362E-12;-33.050E-12;-48.788E-12;-37.771E-12;-56.657E-12;-69.247E-12;-69.247E-12;-66.100E-12;-83.411E-12;-102.297E-12;-129.052E-12;-92.854E-12
21;2000;-29.902E-12;-44.066E-12;-42.493E-12;-47.214E-12;-36.197E-12;-45.640E-12;-45.640E-12;-55.083E-12;-69.247E-12;-78.690E-12;-67.673E-12;-83.411E-12;-103.871E-12;-125.904E-12;-86.559E-12
